Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
Mgst1,35.84783212,13.63029454,35.84783212,13.63029454,7.982076482,1.500317602,7.982076482,1.500317602,32.45767584,5.962480306,36.79115486,9.024307819,6.247683239,0.369496444,7.557687524,0.451724251,38.1419711,9.633760819,38.14311763,10.18976136,6.845269432,1.064714416,6.17254405,1.146593022,34.49912278,13.71756826,28.95480111,11.83650522,7.350253805,2.260351407,7.70825153,0.692245167,30.58955159,18.49231845,36.70585121,4.630507875,5.18245835,1.159068707,11.66917042,1.623743709,39.62557061,2.091474056,29.64157493,12.0865237,NA,NA,8.252107376,3.029380747,24.1439867,5.469886438,26.42643429,11.23814828,8.444006264,0.816745584,6.434256421,0.612592594,30.73421409,9.002856741,31.97459704,6.582694458,6.225220992,3.212171375,6.420333927,0.920327396,20.15114827,5.123186245,26.32323709,15.46670395,7.950274813,1.039833266,6.190389125,3.068281295,22.31820786,18.28285608,27.86909682,9.445001917,7.199104038,2.064877135,9.213593478,3.919517853,27.3400133,22.93703334,24.83275041,12.92029041,5.834530061,5.050012342,8.21952302,7.250863315
AK051424;Inpp4a,2.941349707,1.106736348,2.941349707,1.106736348,2.086122684,0.262289747,2.086122684,0.262289747,2.709594923,0.708739911,2.115567476,0.445525929,1.96273849,0.093273639,1.77471228,0.484826007,2.077731891,0.415711767,2.059800021,0.830823732,1.734165189,0.670530188,1.724956459,0.374053591,2.712721803,0.810077077,2.340016841,0.872837441,1.956623104,0.209572642,1.923325549,0.209871369,2.541940734,0.5913765,2.355380391,0.205535646,1.914507605,0.182746399,2.236680988,0.73367666,2.258654621,0.146681264,2.651856896,0.220297013,2.310871414,0.334840552,1.786026799,0.476262913,2.304486096,0.531580946,2.177142372,1.077927658,2.314280667,0.685387895,1.836100092,1.027954111,2.39466789,0.769383196,1.995211736,0.726867322,1.651663973,0.171664836,1.923167644,0.128295857,NA,NA,2.143066143,0.255775102,2.203831332,0.375600879,2.117293435,0.474077836,2.353583279,0.39887266,NA,NA,1.502166442,1.060515023,1.556367476,0.412001901,1.634488913,0.960015338,1.866520863,0.35990127,1.350421357,0.708731055,1.500230911,0.29823262
Ndufv1,43.28889793,6.564716998,43.28889793,6.564716998,42.38725021,4.836176984,42.38725021,4.836176984,48.9011829,6.378994175,57.76180994,4.908900066,39.21713341,4.414432539,47.76876055,4.38520362,51.17625199,2.968333374,46.43157255,3.326334394,42.77821514,5.256887258,39.05623157,4.412811658,56.08424042,8.483401148,53.02538546,8.643216523,46.00018174,5.385711073,42.28625819,4.402793357,58.01143597,8.276176407,57.33274773,5.537437847,52.11937756,7.915331957,40.95416137,3.123010944,55.23921532,6.957804933,55.22356118,8.628560128,55.84828711,11.76270734,48.54672752,8.048503201,54.64862357,6.607503947,60.09908003,6.804679043,49.0306714,8.265729893,45.82768168,6.732185603,56.81569386,7.952744707,54.58090379,6.287009841,55.53819308,5.895744229,46.39411768,7.036924496,51.89673432,11.32929407,43.50876678,10.0371237,42.48076287,8.51284108,34.42750459,3.838899511,49.69304743,10.58699849,37.63634127,9.683250028,40.70206116,9.654180037,33.79072373,12.16863237,50.62172897,8.676561469,34.73129572,9.61220432,43.08087271,11.24469614,28.81157671,8.649420296
Carm1,19.03728951,3.67794727,19.03728951,3.67794727,15.38982336,2.313917872,15.38982336,2.313917872,19.23022283,2.648470017,16.95641548,4.380791309,12.87319643,3.169207237,12.66966057,3.253243843,16.31066521,4.943653143,16.61395682,1.667669576,12.14409092,3.136158216,12.94869865,6.319625632,15.51030686,2.535139436,17.31857562,2.597107182,13.43028432,2.515949961,13.63169379,4.630066179,14.07058326,1.86062933,16.07449169,2.888230447,12.00274992,4.230913091,14.2557807,2.438298862,14.26449954,5.741746645,17.38277213,7.078008255,13.56595815,3.314534392,13.56594239,3.064686447,15.63684112,7.334614258,15.80053307,2.818189613,13.78530894,2.490756264,14.00909759,4.297959582,14.08295874,1.997633266,17.97502591,2.402846631,14.52261208,2.943938938,14.89186046,2.159806691,15.01076736,4.766377502,16.87958388,3.74940673,11.94023891,2.831094622,12.6783145,2.758208284,14.74461756,5.317240297,15.96289544,8.982971743,11.76920232,3.955238811,12.11402861,2.849596563,11.57675019,10.76851224,14.09344889,7.550538102,9.634832792,3.821545976,12.53582449,5.013091093
Atp9b;MMR,0.946804365,0.056391064,0.946804365,0.056391064,1.200245604,0.119170999,1.200245604,0.119170999,1.016680139,0.137614483,1.086049734,0.137148969,1.403792185,0.091098614,1.171220393,NA,NA,NA,1.1612641,0.304260053,NA,NA,NA,NA,1.040100295,0.167664946,1.136457984,NA,1.040113161,0.131774933,1.047122267,0.164882052,NA,NA,2.310791596,0.714346368,1.165375197,0.20823101,1.072528913,0.135455543,1.005105281,0.202366202,1.018074205,0.20927196,1.079383024,0.150594076,1.25467172,0.137860377,1.025159537,0.104579392,NA,NA,0.972274261,0.161566149,1.189110682,0.223707526,1.006425015,0.173085977,0.968036577,NA,NA,NA,1.09557359,0.155660295,1.021244255,0.160505462,0.933949346,0.241200455,NA,NA,NA,NA,NA,NA,NA,NA,1.15360529,0.299466313,NA,NA,NA,NA,0.791783785,0.460553907,NA,NA,1.175500781,0.571073295
Ccdc9,5.364127552,2.853058995,5.364127552,2.853058995,6.924979444,7.420492355,6.924979444,7.420492355,5.770338706,1.99658997,6.962271543,12.52555077,5.008333844,7.581563846,5.430553734,1.377315629,6.703371913,11.84360794,6.957357239,6.257708776,5.319901339,6.139557285,5.358530134,1.41341256,5.418880732,3.95004595,5.647844783,3.623285373,4.20100197,6.593639865,4.307326877,5.474160686,5.270664029,3.804959932,5.965320953,3.829749941,4.698945571,6.325827443,4.596915446,6.335232207,5.749799223,5.754972798,6.163440809,2.143213514,4.023991022,1.648308568,5.023970903,5.682507592,5.802192671,2.9694872,5.816267345,3.296821649,5.072169215,0.775453582,3.729107273,5.2289095,6.354138316,2.646029373,6.951487467,1.75393826,4.893394952,7.724006492,4.487478236,0.899766672,4.490166741,8.197119641,4.858315645,2.628652481,3.898332605,2.226205392,4.69115467,3.442396754,4.023372454,6.555861976,5.329149939,3.216198314,4.38893291,1.688369202,3.972143224,1.386755727,4.461417112,3.002132803,6.236123768,3.687913307,4.381251965,4.117474078,2.899596366,3.858200475
Rpl23a,1401.552483,107.3483474,1401.552483,107.3483474,1411.849339,110.6583454,1411.849339,110.6583454,1453.176081,82.04483006,1366.048447,94.12458544,1507.840039,121.5637403,1411.570633,101.6211286,1357.338592,88.85728852,1346.480946,102.9501818,1326.822267,110.5539879,1449.107208,115.7426904,1371.704921,81.64073978,1331.511441,88.28411712,1449.914243,100.4692513,1443.040921,109.0045687,1341.251265,100.3629566,1404.496313,94.42221164,1410.423764,89.12683336,1449.784615,135.313846,1358.937193,86.87939219,1298.449413,103.371741,1363.948516,111.1052166,1452.182364,110.53428,1286.571196,125.8902315,1394.615485,159.2975533,1517.041303,114.3314828,1511.331992,154.1135829,1224.523692,98.53276987,1361.89572,150.0663126,1503.427715,95.33859926,1513.989496,152.6811567,1335.595142,135.2036454,1335.119596,212.4597487,1451.121953,130.8149776,1586.051081,231.7563773,1331.768023,152.5650228,1329.609021,213.5529814,1536.622588,149.3378797,1493.931784,246.5569695,1083.584288,217.8340046,1280.818074,346.0170685,1221.751203,256.824036,1419.420452,357.4207282
Hnrnph3,21.61665747,1.256489356,21.61665747,1.256489356,23.42925657,2.023901268,23.42925657,2.023901268,22.07788729,0.600507272,24.14876853,1.522095097,23.27856,8.056625418,23.97909793,2.018952406,21.94421391,2.070936444,22.92127734,1.592920221,22.15664808,1.379598723,24.69980322,1.968001465,23.11577367,1.246397409,22.17868993,1.608334066,23.85490248,1.444623954,24.42714232,1.812719207,23.31517929,1.62383954,23.38719757,2.056532583,25.14935841,1.205569786,25.67002336,3.065535973,22.34492565,2.158558007,24.30345319,3.142795475,23.85866387,1.051411062,23.55777703,1.729315863,23.18381322,1.084019119,21.52575834,2.992959519,24.20940212,5.241029585,23.72141828,1.490808219,22.56662412,2.021022078,21.78976263,1.814430278,23.08146634,1.455402215,20.58802315,2.798135942,21.59858804,2.992020405,20.79837522,2.821095153,22.5595994,1.684278004,22.63845547,3.21709516,20.36064553,1.845272712,19.96126572,4.848939628,24.15713316,2.788186972,21.4354432,4.527452748,20.85316784,3.027039505,17.24431356,5.515961075,21.52749986,4.47827489,18.79560907,6.125997893
Cept1,9.902765223,7.333843142,9.902765223,7.333843142,9.568472215,2.230529986,9.568472215,2.230529986,NA,NA,9.358027431,13.40759815,8.135218034,5.211521902,6.498827532,4.985806077,7.158365947,10.46744587,8.452958369,13.22988709,7.565668559,10.79409728,7.064481738,5.95181593,7.814399696,8.512077068,8.793440645,30.11711884,4.840386643,6.037802986,8.520108594,3.543209408,7.013423539,25.93492464,8.192518472,8.629600808,5.275642906,3.322350037,6.337926236,6.639988365,7.740929363,8.60669291,7.370322884,2.328757579,6.195382418,5.424080491,7.590260788,4.64834007,5.658090799,7.465367441,6.994914695,3.499130095,7.140984361,5.298422499,7.837378329,4.076798226,7.411798798,5.679703855,6.947837591,6.319099122,5.245533558,1.913716111,7.327284909,1.870402129,6.131744405,2.834677106,6.935091878,1.578520932,7.283621416,5.426684013,NA,NA,5.42926052,3.027137803,9.475340428,3.506110999,5.866558079,1.318740739,6.229760094,2.540643579,6.298729355,2.338776866,7.681623453,4.981560386,4.260370507,1.766275313,7.147270209,5.519287087
Htra2;HtrA2,22.05734416,2.230655442,22.05734416,2.230655442,16.68314525,2.676341369,16.68314525,2.676341369,20.3055064,3.554326556,26.97985771,3.456280812,17.53569659,3.054397235,20.43054065,1.953402509,22.69149822,6.141750147,32.26587366,2.333938909,16.88815312,4.047041159,20.30185862,2.418928093,26.16248715,2.60824204,29.31409957,5.279142896,15.96592688,2.246484574,22.72569939,1.821902172,21.86097789,3.854300886,25.9140296,5.19189083,18.98228772,2.512906446,18.27720703,8.981814027,24.95544341,2.838932981,24.5277991,6.164004759,21.48755985,4.869149101,20.51207863,4.860275589,25.83877222,4.220105421,25.09692891,5.752733816,21.4232476,4.001832317,20.89999586,4.956641229,25.38310853,3.119301796,26.14815105,2.323333709,19.24909302,2.986924081,19.9430363,2.168489644,23.31090149,2.742806607,22.35931605,5.871926416,23.1352351,NA,21.26182398,2.960219236,21.49580035,5.287549831,19.35929399,3.079098804,17.89431062,1.970874401,15.36495668,2.326495693,28.13655118,3.491141323,17.70214241,5.686356034,18.63677807,3.447837737,14.17897642,4.659007177
Safb,57.40772024,7.045442812,57.40772024,7.045442812,44.5576758,5.27936113,44.5576758,5.27936113,53.95241258,9.102175729,65.43301844,13.1684663,49.1725384,8.256075371,60.08615389,9.223831418,61.48056837,15.60342587,67.25665132,11.71205134,56.84824283,11.04666497,59.73633995,8.503318927,61.6721115,12.73411183,56.13466503,12.3457532,52.67280856,6.637307248,48.96210858,9.894685511,63.67729738,7.656912337,61.96816223,12.81504941,49.30600501,8.473803976,50.24938059,11.83392452,64.8669585,8.401385287,57.90705001,10.78031744,55.37660154,8.662122168,49.13878541,9.83273783,57.46654352,12.83086972,61.01279504,9.115436661,49.01977125,7.263976346,47.647075,7.356727174,61.32188144,9.450513346,58.59419742,8.608843891,49.91286591,6.33447035,46.99300026,7.059961932,55.34823057,10.59288645,51.91762203,8.811613429,48.44891192,8.730876996,45.67578797,8.892764836,59.10780655,11.04080332,48.52118117,12.01016658,49.09634838,12.57567848,41.37789988,7.666867204,48.03210422,15.2269798,37.90158993,13.92071964,41.93586515,15.53272924,32.43730869,12.59170476
Pmvk,12.63258319,2.023442764,12.63258319,2.023442764,18.24280042,1.447411137,18.24280042,1.447411137,10.12731869,1.54985139,11.62893321,0.237950417,17.45188388,0.987751109,19.18014694,3.206778959,11.10437733,1.298315276,10.75072182,NA,17.75392668,1.285047537,15.96522363,0.997185214,10.38709271,1.109055315,10.80556162,1.18290712,17.09529914,1.219651335,15.65467789,1.189270808,8.782629393,NA,10.79610591,0.584404075,14.21192934,1.104493879,20.77179333,5.205923946,9.31755832,0.90903142,11.28287337,1.206669937,17.82403558,3.919876295,16.14104722,4.005267573,NA,NA,9.137481422,1.719564567,13.79110225,2.381971008,15.47115038,4.708900241,9.943971262,2.007931821,10.70183721,2.544004486,13.5824246,1.507731476,10.83967882,2.644838398,7.583886808,2.12619159,9.695514402,3.108583661,13.76230919,3.878675532,13.06379769,4.932132941,5.849032761,9.17791361,10.70570381,3.667860345,14.94721701,4.069464514,12.13348615,3.978195877,3.446956327,18.17774455,6.693404424,5.914533447,7.872927691,4.947966861,9.950667676,6.28273988
Rbm47,16.17674761,5.423256963,16.17674761,5.423256963,12.26348365,2.274553866,12.26348365,2.274553866,17.96498279,4.819788858,15.90739601,6.836772429,14.92411712,2.281563654,13.99712885,1.128613652,17.31164022,6.033752817,16.91457261,6.327165586,13.40166628,1.150421907,12.77466536,1.479007396,16.97511802,12.73586719,17.12884524,6.576108948,13.48442274,1.662694159,14.42461676,1.91506709,15.34457775,5.913729246,16.82528954,8.900435738,13.15605772,3.666507617,12.4648905,3.069540522,17.60883903,7.959637835,14.7784991,7.736373391,11.62792142,3.056343195,11.8028493,4.808687512,17.95484621,4.714924138,15.70348018,8.729626629,13.44991256,4.304242868,12.03841059,6.457911967,17.82090921,5.68993727,14.3921698,8.410953597,12.98135881,3.812308407,15.35071215,8.565623764,14.23704565,7.971929837,14.09261483,12.89683892,11.5144258,5.991052262,12.35351644,12.77976823,13.5326312,9.347561121,13.3614324,16.30456736,9.253423742,8.722330609,7.481452144,11.30717116,11.80697956,15.2588732,9.77473554,17.33575664,8.808487851,12.55472905,8.143758903,14.84031948
Drap1,35.56488108,2.962974576,35.56488108,2.962974576,31.89763307,1.906749877,31.89763307,1.906749877,40.63351693,3.569292479,34.5770597,6.084734503,27.60632902,3.529348778,23.27001624,NA,37.89051576,3.054998443,34.58740147,2.590941116,23.96596949,NA,26.40699935,1.124222835,33.31584927,1.543172134,36.64786587,1.131586983,24.60401446,1.608479614,24.16342277,1.769829878,37.32445389,1.418573134,36.23634721,1.384027151,23.95274567,1.602386733,27.71439046,2.053832359,31.79537677,5.019502119,36.20894186,1.851231105,24.30353039,1.155976183,29.54980965,2.34711601,46.52236295,2.491061522,32.48491469,4.295690158,19.59088262,2.192081888,NA,NA,40.71649469,3.404898378,37.74580086,7.265400366,24.94359471,2.157787048,24.17874416,2.098955437,31.20832333,2.465499238,31.19039704,7.015752061,23.62798992,2.486734054,24.55171005,3.256786788,27.73970898,5.274090753,32.32884168,6.686654218,18.66724781,2.994925505,22.88386704,4.811900195,17.26553186,6.322198197,27.85685893,16.58156113,12.90866444,4.488781186,18.26197646,9.843666025
Mgll,62.69889037,5.995005353,62.69889037,5.995005353,58.54423543,8.346054998,58.54423543,8.346054998,59.65573269,10.43635292,49.92375828,20.48901172,58.46352667,8.692436695,49.09556457,9.135257752,59.401059,12.33296771,50.29198715,17.98875518,52.68224144,10.06878112,47.79314054,14.14287648,53.58514146,14.41009051,55.59092712,9.232056128,50.71966683,11.51908473,50.24826355,9.885028444,54.20039547,18.12771639,51.48930519,15.18462217,50.91173178,18.41716824,51.2875981,18.02104288,53.6879839,12.08642179,52.87752585,9.046181982,52.59994092,27.50135478,51.91251564,15.82544268,51.52909246,8.522917264,45.87499476,14.26699633,55.28792197,20.07778033,49.63457299,18.47114728,51.51923866,16.31733585,53.08962765,12.93616895,54.13008241,7.633559303,46.42454647,9.527271724,49.17248463,12.67906314,48.15009261,17.61277749,48.79757839,16.54469519,48.19228411,19.24092908,52.18419778,17.69854823,46.46133899,15.86214241,47.54423754,19.31578309,42.59845493,18.76304007,44.2222117,30.16095102,36.38727568,10.073046,36.70250879,25.72343502,35.62498061,13.75335668
Glyr1;3930401K13Rik,14.02704142,1.333782699,14.02704142,1.333782699,19.04745637,1.477621492,19.04745637,1.477621492,16.42279383,2.041480607,19.71579717,2.938988883,19.18426335,1.777895731,24.79933103,2.118407541,15.39826253,1.445930544,17.77478941,2.26178622,20.21615204,1.917194078,22.86222422,2.787377651,17.13587891,2.68885963,16.13296598,2.389851214,21.20918765,2.500489665,18.44205787,2.669129124,17.24313665,2.530628959,15.09980405,2.209395667,20.02095617,3.710268819,18.49970574,2.258097863,16.65606099,3.008559762,13.8602872,2.329647893,18.55682611,3.287339692,16.84007821,3.044683885,16.33629113,3.152115953,12.8046579,2.321183542,16.22191549,3.495319347,14.43273517,3.198805771,15.41404221,4.372253698,12.68396141,2.891132465,18.32617684,4.187747728,16.30934899,5.278962884,12.89759899,5.555982144,9.678627611,4.215142566,15.36908973,6.042247304,11.88477237,5.35166582,12.20709584,6.249105212,8.594468736,5.557192089,15.19692213,6.969249053,10.83328358,6.101769227,10.78779096,11.77826292,6.138839517,9.865100349,11.48268614,14.13566016,8.139035122,11.22017938
Gar1,19.10656322,1.714779505,19.10656322,1.714779505,23.34336644,3.771390097,23.34336644,3.771390097,21.37719078,2.944654442,23.22326812,1.801376785,26.25961648,5.923082623,32.139176,3.679984927,21.29817931,1.15805426,22.61958061,1.374562426,25.15768822,3.654245705,27.49524661,2.588430366,22.39569698,1.254847013,19.41028351,1.924570935,28.867871,3.635343996,24.55578523,2.642333724,20.2701747,1.143997686,21.26896314,2.430212486,24.90868546,2.96155747,26.77549367,4.550809786,21.82191323,1.919401658,20.35869427,3.120578707,26.02005973,2.76996788,27.26268689,5.333185698,21.92899281,3.162835502,20.65778439,1.903742528,27.91494176,2.726138243,25.50468732,3.558654019,20.01334799,3.067172047,18.90313683,1.461484255,27.75728171,3.21301868,23.35724974,3.553559391,19.56693162,NA,17.03381935,0.919831426,26.56951998,4.972199423,20.99663484,6.514656099,17.69219286,1.85529637,16.3405029,1.455764734,25.43783069,5.746520073,21.06535388,3.275424735,20.18916812,3.109721199,13.81886801,2.026966461,25.06723866,3.812267863,16.89352848,3.452964574
Hacl1,7.044742366,1.145731263,7.044742366,1.145731263,6.50209795,1.076361217,6.50209795,1.076361217,7.029309519,0.769767929,8.161325186,0.628636476,6.320424051,0.881828583,7.035141047,1.387339932,7.408572832,0.503364793,8.278530211,0.861493513,6.188245615,0.843612088,7.329978476,0.932996201,7.686890179,0.607320715,7.335716893,0.469910881,6.77070764,0.903139918,6.174845732,0.649790753,7.079255487,0.479829487,7.250919851,0.409927252,6.768189234,0.302048438,6.804819367,1.02127309,8.152588878,1.036275592,7.332332124,0.726027671,7.001164856,0.638062067,6.4318909,2.483253275,6.94111762,1.674371456,8.464656577,1.34067061,6.10738101,1.490801265,5.969809813,0.633410318,7.206486449,0.738327044,7.577684264,0.915368898,6.702517923,0.412384685,6.119929069,0.897953682,7.909786769,0.618539301,7.487749863,0.322034036,6.233635804,1.684775702,6.036789843,0.266948773,7.044809235,0.765021972,6.612165207,0.393181837,5.533740497,1.864985019,5.381704256,0.6522922,6.201730547,1.893154381,5.396799834,0.634300345,5.150020597,1.556481375,4.892717599,0.874512869
2810428I15Rik,13.05981139,9.628051898,13.05981139,9.628051898,18.98967157,13.53644454,18.98967157,13.53644454,10.58843264,4.612400062,23.32992728,19.92613646,13.84585779,45.11346762,12.665082,22.73635247,10.66167927,41.26943029,18.53538561,51.17582059,13.69742464,11.57097218,13.22907244,22.6560193,10.53551552,4.623694994,10.37770524,12.26499761,13.0262764,7.444390716,13.02990374,14.07003347,21.30805829,321.0367912,17.82412454,190.6036322,12.15808968,12.98742673,12.08015724,11.0334471,16.87555629,217.4494353,11.52916618,65.28058696,12.58308133,14.78464859,12.05637099,27.77363984,9.049606872,28.14255881,21.29755321,392.0982681,11.72708999,16.22855929,11.05774215,6.349851431,16.93277574,67.66199327,41.0634911,505.9441945,24.0725638,798.9434129,18.52611816,574.3004302,21.40997185,396.4289712,21.47863352,314.4525229,9.66496925,11.93081461,8.513433324,31.56304934,9.034571597,52.72788407,12.03020363,97.06235542,8.531889023,10.50205891,19.4785526,104.5881466,7.967897233,78.42032122,14.56870584,171.6495191,10.42799697,62.79707039,7.509599851,11.75583173
Pik3c3,2.84625142,0.420780021,2.84625142,0.420780021,3.584650331,0.862844424,3.584650331,0.862844424,3.255088912,2.666882886,2.787529211,NA,3.458551154,0.8204429,3.39335622,2.277739223,2.729305438,NA,3.125633394,NA,3.165457346,0.659169496,3.669178196,2.444734382,NA,NA,3.397984359,NA,3.891810246,0.869217527,3.471021368,0.726732965,2.597072949,1.125791871,2.765979879,NA,3.404114281,0.651077721,3.512033182,0.250400551,3.202426444,0.83735661,3.358429131,0.49923121,3.61141989,0.629189959,3.37696539,0.289891398,2.606976442,1.030752015,2.98891922,NA,3.414265614,0.461068714,3.38208884,0.28056578,2.643166144,0.570187835,2.796519417,0.661064279,3.700180065,0.671598766,3.701844819,0.988798978,2.833133296,0.976164241,2.301384731,0.427818022,3.646439692,0.561732773,3.599527572,0.931334338,2.269829175,0.644063306,2.485391291,0.686993784,2.964124591,0.810049622,3.04277089,0.466616625,2.373145879,1.273653551,2.048184899,0.949426005,3.049725125,1.447578247,2.862828336,0.966952219
Ccdc6,16.18483332,1.469551784,16.18483332,1.469551784,12.78057014,2.255767945,12.78057014,2.255767945,15.25285188,1.476282734,15.01562998,5.388632538,12.23692097,2.637066073,12.25586229,2.616488375,16.43259837,5.956345608,14.70806461,4.203070671,11.40968641,1.848551949,11.9729074,2.962537578,15.67872092,2.623264664,14.59523432,2.40673228,11.63786683,2.04813189,17.10743203,6.176154316,15.44431583,1.812475259,14.52655629,4.832841792,13.72828673,4.995308396,14.99344086,4.036722462,15.03243488,7.661706776,15.1843105,3.263550331,11.32151954,4.242699986,11.68746596,2.968764308,17.10586509,8.26918597,17.49907224,2.614600136,12.27950798,4.012054219,13.02983435,2.137221184,16.6201894,1.959606012,15.50870502,1.581988663,15.77222783,1.879783555,13.00483157,2.255308453,15.99072885,3.305920169,15.43515415,6.971602353,10.69968005,1.971752748,12.91743841,5.310630021,16.03523786,3.169952809,16.84551433,9.033680943,15.45557326,2.65289249,15.83515483,2.808272563,10.42999062,8.76390452,13.8373331,8.966647185,9.521856217,2.962789354,11.74522119,5.829654656
Tmed7,75.92906392,15.29442453,75.92906392,15.29442453,51.29304502,18.07059199,51.29304502,18.07059199,94.45995111,7.396535434,81.52055552,9.61437147,52.14477773,8.439071852,63.89659275,11.0803991,73.18437174,6.306214055,87.07807146,21.53426954,52.428776,4.903847426,62.28997422,9.845664378,86.23175813,12.73045843,92.18774392,21.1710897,60.60237972,9.996321229,53.67103435,9.666739526,76.7279135,17.57554196,75.40915922,17.35226999,64.59914232,5.03191321,52.94134178,19.03381739,90.59260435,13.86985768,82.79591547,20.88080069,62.57052551,11.20953026,62.54698491,13.15915551,75.78041721,7.635556096,80.40669823,11.81625,59.22402379,9.085246855,54.64637668,8.385766668,91.04698643,23.65723095,75.38337376,25.24400272,56.86187456,6.797496443,47.99081359,6.341160822,82.52926538,15.18378032,71.19622645,25.66537462,56.70241738,9.47299904,36.16095313,16.78618325,77.3854986,32.22936798,73.410878,13.61303262,54.54888725,8.788780715,42.55070702,5.961522528,76.16526536,28.28594578,59.12840916,25.88419226,60.58450576,14.31151074,36.22189691,12.73643256
