Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
Vcp,1177.141729,86.09895913,1177.141729,86.09895913,1211.14689,95.32988613,1211.14689,95.32988613,1196.87649,111.7225669,1233.610154,108.6705267,1206.001606,108.3906813,1201.500328,102.5753706,1218.264628,101.7636496,1222.150386,90.29903315,1183.219464,112.1162453,1220.137636,104.9507379,1219.524093,99.47468311,1209.904974,123.2969953,1212.164189,112.3378888,1192.913802,100.0866386,1177.37546,109.2772066,1252.072737,124.2468108,1205.641305,98.16488614,1228.976096,127.6552114,1199.817596,121.2352672,1192.997049,126.1353588,1184.90656,125.0281426,1209.137828,123.3014221,1174.40652,138.4660348,1176.3881,129.0103969,1181.678864,125.6145043,1189.475118,136.1244251,1199.770297,110.3845189,1196.161096,124.3836839,1236.785575,127.5504826,1198.869083,128.849522,1135.23497,158.2046587,1088.649778,206.7856251,1155.395587,160.3206545,1116.135964,174.2874759,1066.171004,183.0990959,1035.640421,238.0016062,1138.010391,178.0773891,1083.404389,217.6380458,984.3192932,291.9638489,837.5159013,352.5871637,990.8671733,290.1958204,868.0468397,365.1238749
Ly9,3.829122311,6.008536758,3.829122311,6.008536758,3.47975409,1.632204431,3.47975409,1.632204431,4.49383002,1.46230884,4.046881374,2.111335612,3.467725879,1.192113557,3.416056765,1.09281694,4.399775254,1.117201712,4.483836407,1.762844411,3.074031501,2.114998635,3.20432991,1.170440728,3.309058052,5.710588781,5.328287904,3.142921993,2.298460199,2.2936483,3.537622939,1.036606112,4.038477908,1.627273301,4.987499984,1.832293665,3.210001741,1.027676166,3.271641534,1.124387021,4.926891892,2.339581889,4.554278594,3.096966507,NA,NA,3.91786429,1.452303727,4.96657853,2.217170363,3.998967438,4.862886043,2.597311509,2.395876685,4.550616609,8.557468382,3.490711114,3.516591198,3.139843794,5.316552648,3.679119359,2.606450244,NA,NA,3.400905666,4.127387259,3.30503026,17.01427638,3.676707656,2.859129233,3.116677722,3.221886193,3.269675937,4.934149066,3.401313972,4.466144274,3.28314086,3.983278312,2.824002541,4.938607896,4.154939693,10.15887991,2.893340683,8.219736547,3.56125037,6.681936441,1.868786454,6.983738889
Uba1,611.1853366,64.89358272,611.1853366,64.89358272,621.8520166,54.53187262,621.8520166,54.53187262,573.5787324,63.96822545,541.3412551,51.26685191,646.3563944,61.16870223,582.8312747,55.48744617,594.6745764,62.57754538,552.36233,56.47303029,594.653942,61.9316039,575.8116377,65.83630697,567.2809123,49.46585443,591.9611311,57.0748713,609.1898875,68.75678256,614.0607333,57.40677257,563.2224826,49.61407075,574.4170759,57.09408259,609.0462323,67.27419267,590.7143467,57.52403241,548.5904921,63.90947278,567.38342,56.10367218,591.4436868,76.27447586,580.346963,67.9497998,524.9896734,60.58059824,529.3533223,60.63250369,586.9944798,64.96274145,617.7533706,73.58120105,538.2720963,61.77059648,558.8572165,59.16236458,575.5767846,65.03441474,597.7763902,77.09383418,532.2845918,73.50470097,561.2334248,96.77905465,557.508161,73.50092074,588.4166212,99.40438908,538.9419058,78.48542957,547.395681,128.3492925,557.9011471,84.59985432,608.9867679,140.6621492,464.0654033,122.8287433,506.1519271,240.3842459,466.2707777,123.4808881,528.3953102,264.9348423
Ctnnb1,12.52018318,1.066395208,12.52018318,1.066395208,9.98204052,2.191912213,9.98204052,2.191912213,14.15267079,0.93105978,13.41148938,1.464964077,10.26143111,2.154537059,10.18217998,1.703278441,12.82603484,0.780040171,14.1083686,1.386949883,9.523725367,4.026924166,11.56422908,1.830897731,12.50108785,0.992894922,12.45847941,0.955402273,9.49040543,1.054843786,9.880735071,0.951481433,12.02847103,1.064948589,14.52710916,1.153912088,9.83039947,1.271469769,10.18527707,1.107175019,11.13190196,1.473184595,12.61510784,1.521306744,9.643882511,1.447583787,9.852113769,1.357853793,11.98597435,13.58591322,12.99189112,9.745970275,9.773004294,1.443805479,9.589079658,1.124847371,11.6756534,1.142654952,12.33345811,1.533769632,9.3611219,1.455409678,9.963531921,3.230867171,10.27882046,12.36765677,10.66125866,12.55170865,8.758112458,1.618056907,9.665298821,1.497457422,10.7735726,2.42912287,11.01718914,13.97731022,8.820135755,1.665874236,7.614541371,3.825014009,9.30925394,6.679704836,7.752515587,16.73271628,6.956143824,4.1928715,6.968164213,2.26950588
Sap30bp,10.96084594,2.215595169,10.96084594,2.215595169,7.241303624,0.870494063,7.241303624,0.870494063,8.947140373,0.405066072,7.191985803,2.100668501,6.108317855,1.257164464,7.17661435,1.139129543,14.21061014,1.423015538,10.51798829,1.217646594,6.678947794,0.926999606,6.844421103,2.008828464,10.98830162,0.999447721,10.30740185,NA,7.21668724,0.986265644,6.743216007,1.248445062,8.984890841,NA,8.115882924,1.852817757,6.641426809,1.029414633,6.4162283,2.429275305,9.528101566,1.577916496,10.08753889,1.069653084,6.41663583,2.166538721,6.477052574,1.965669766,9.066865887,2.030390833,8.751247977,2.190224545,NA,NA,NA,NA,10.63973316,1.60065069,9.991422147,1.168192244,6.940872515,0.764618668,6.232195731,0.783089928,7.420679373,1.78465775,8.140560578,2.443354957,NA,NA,NA,NA,7.395693212,1.507362281,6.196611593,1.894628954,NA,NA,NA,NA,6.171369647,2.461835742,NA,NA,4.373484352,1.591238397,5.721193504,5.548940514
Nucb1,102.7557828,15.58047288,102.7557828,15.58047288,86.00758687,7.322716424,86.00758687,7.322716424,108.4168508,9.510299655,109.339147,7.15131173,82.14384797,7.004233688,85.16670895,5.727913146,107.1284736,8.209802237,101.3294326,11.26747488,82.30229468,8.349248413,71.4663286,7.269093149,102.784308,14.36398057,87.73376923,13.25856375,70.76255628,9.059049143,64.34179595,8.802159132,100.8932549,20.15870706,88.34824035,17.63605343,74.27294515,12.79624616,58.83169332,11.42410885,93.53637666,20.39719272,82.91894766,19.89148526,64.5242858,15.13806097,61.79900329,17.4334787,91.78766428,28.31362322,83.60735847,28.80099572,66.04127586,19.65707242,53.94048235,20.38314059,88.1598418,31.9924782,72.76502088,30.95923463,61.25542496,23.30105765,49.70688293,21.00920188,76.91095898,43.85213355,61.78927799,42.97002933,54.05456556,33.42732051,38.73760913,26.22954668,72.80022441,56.34521151,54.54469771,49.2532665,52.96732508,43.85533429,37.08972042,31.10051388,63.64504392,84.50216703,42.54519868,59.71297976,45.6044958,66.81774243,28.14241008,39.53832628
Atp5a1,1951.056397,146.5962138,1951.056397,146.5962138,2295.80654,142.7039871,2295.80654,142.7039871,2183.828394,171.921035,2279.746997,187.7150049,2543.513147,171.6864671,2887.827689,174.9401638,2102.962865,196.5138788,2012.036428,206.4608538,2728.428647,181.8868822,2412.118106,173.8802221,2370.888909,213.2309112,2114.626013,205.4980833,2703.659654,171.867746,2570.334374,211.7523564,2374.483343,212.8148305,2227.209428,205.2218373,3012.935657,221.665371,2656.106516,160.2159081,2295.889059,239.5903486,2204.889581,166.566785,2748.963207,169.5316722,2660.23865,161.0361922,2219.210992,186.7176848,2396.640996,170.3796202,2859.517749,166.7588833,2513.333027,164.7028343,2529.804596,177.5433303,2190.052213,138.8275691,2709.119518,216.9340233,2474.979902,176.8345367,2389.57961,211.5904204,2085.834364,211.8481955,2994.624066,212.8294478,2295.078245,181.6422739,2390.25509,256.9279176,1938.537296,223.7559145,2994.926692,285.6026471,2103.025633,226.1530702,2713.685847,443.1835635,1834.91363,383.0714322,3272.617698,534.2683006,2058.648952,362.8866865
H2-Ke2,751.5151653,204.2258009,751.5151653,204.2258009,1665.913741,337.9558882,1665.913741,337.9558882,807.7221179,153.8443923,747.6576685,186.2280953,1371.536585,559.484766,1469.202461,262.2391043,744.6826612,253.0623172,713.647554,151.6342471,1531.601213,196.8045233,1157.281799,156.7382606,787.9669164,151.6834525,716.9220373,111.4324838,1233.964915,217.2985283,1306.035157,586.4904034,740.6126811,143.184553,778.7672492,98.5441747,1532.61838,173.3418714,1551.144123,265.934203,733.939583,82.78546572,688.1852769,149.540156,1463.707443,136.0538281,1387.911435,235.3297822,590.4403647,142.5546372,619.5882595,260.3406895,1275.008056,212.7204649,1498.81486,243.1379116,687.0893273,56.04364026,818.1380895,105.369302,1315.442161,262.8375213,1247.675468,458.3212925,572.3353166,236.2868717,605.6827738,304.2354846,1244.070428,201.9201521,1261.201744,379.6182216,540.5238186,195.5607083,592.9226345,148.896753,1151.041073,521.0634989,1278.955455,195.1743409,482.9624591,217.2458789,562.0124893,299.0128373,925.5123271,233.5552047,922.7796418,314.4212566
Eif2ak2,30.33850454,10.10090514,30.33850454,10.10090514,34.04274227,10.22212415,34.04274227,10.22212415,25.58114041,9.186187914,24.04955769,11.96098692,29.98162854,7.333882693,31.30088388,10.4699471,33.19632184,9.416914095,27.97085401,9.546421913,29.07161125,10.79848678,28.32192518,9.017712822,26.63624534,6.75413963,35.27104965,17.50253201,31.00715641,9.19662794,33.04606782,8.32891183,29.6087337,7.185373404,31.33716938,7.946331149,36.2229112,11.95221125,33.82990549,18.36468948,27.97211759,6.698025878,29.56091515,9.430336417,31.63429062,16.45583079,33.71863871,13.6051059,27.07241082,9.742960091,28.70032876,14.07851933,31.06932098,10.31424644,33.00154954,16.78998575,28.69223962,10.66324839,30.50408576,18.4587102,32.21441731,10.5253667,29.26127307,16.59594592,24.18455861,7.958304749,31.10046029,26.02765845,26.18160382,12.77077736,32.42485016,32.52183446,22.36959733,7.294655585,25.41574833,31.63917729,24.55093052,13.87101226,32.39485372,42.48568059,16.24434889,12.04176209,23.90301762,45.83891401,24.21884108,10.09250896,28.14885665,58.41036994
Rela,22.20423801,7.185773126,22.20423801,7.185773126,28.48174456,2.250782205,28.48174456,2.250782205,20.67964423,3.404154786,21.39958433,4.180143572,26.06991108,5.041720573,25.64402823,6.376692363,21.60840315,3.598211846,21.26882303,7.210031358,26.56910793,7.033743161,28.15654457,4.300196865,21.66538491,5.118644641,20.34775758,5.007433596,24.46280053,3.514833805,26.14320883,4.794205044,21.3018816,4.349566546,19.6348243,3.904488612,25.74008314,5.766802541,23.85450893,4.585983113,20.68264216,3.265893582,17.41451216,4.562417609,25.99459368,4.153194749,23.0906333,8.617787165,19.78420309,7.191319903,16.38326186,6.110135429,25.60568872,5.232116483,21.37213681,8.131211439,22.66648297,7.019180804,17.17183702,8.030521402,25.0634515,5.111278634,21.79669174,7.505075127,18.87869784,7.276292574,14.15382896,8.849645157,24.18703261,7.246367875,18.5667947,12.45627151,19.49048939,12.42739766,12.81699911,11.70109416,22.35101652,7.916373274,15.00285231,13.18718194,16.94998051,11.93564831,9.962746936,11.77685667,17.50667194,13.05307034,12.24928227,15.98709292
Ckb,306.4098027,27.3386219,306.4098027,27.3386219,291.3152656,47.11020159,291.3152656,47.11020159,310.7343703,29.23950564,330.4747915,48.34684625,285.3610541,38.1984132,334.2497973,46.04773509,299.5774372,36.54786873,313.3337365,44.55995064,289.5483266,37.15936251,322.0324077,47.49817663,297.6581177,34.43214616,293.3833304,27.22410732,315.9696082,38.86825728,270.1783265,43.22762017,293.3908155,37.69171534,294.3072509,41.58197867,309.0865615,37.02614306,274.2281223,38.14403708,280.5098827,43.39400961,275.1773597,38.92653593,239.6521165,29.1381449,279.6391563,39.56760291,301.4171804,49.87538061,291.5255119,44.05725182,249.6772071,30.37016311,284.0148,34.244002,295.449631,23.99155516,267.759959,28.98189487,286.2005514,39.41280321,295.8260513,48.96328123,274.4880629,47.71239998,286.5106567,64.48856606,230.3427477,29.78055564,235.4754251,34.66908846,286.3674747,65.60813322,303.8489877,64.74051338,264.5458013,44.34788641,269.1905621,31.14470555,244.5655289,58.63644016,260.4836472,39.85997633,237.1861652,43.7941487,230.4921507,29.20545771
Top1,51.21977598,6.817864755,51.21977598,6.817864755,55.29102051,6.408560436,55.29102051,6.408560436,70.76411882,13.04670898,69.60138389,11.14860545,55.67952474,8.021989182,59.77382456,8.154257102,62.31965752,7.81348856,71.24775587,10.67518742,55.25619886,7.803628756,59.77526415,7.382041605,62.8504632,6.540498161,61.7601055,9.007580957,57.53549547,6.154862764,48.70037033,5.370004536,64.5441551,9.189662979,58.36431583,10.09950224,63.92229262,6.507643199,59.23537984,9.129011058,59.87585053,7.587442241,60.05585276,13.20994506,55.86281767,6.886373652,51.23151551,11.94586215,64.79108456,10.0129779,58.83470293,17.98359343,50.29119176,6.390388099,58.84991131,13.37769601,53.48924404,7.346387488,52.19345148,14.64492888,51.31013103,7.780807345,46.79107565,15.78381776,49.28300935,13.72571091,41.2014339,18.46199753,45.56336238,9.200811985,40.58325331,17.86582068,52.61468074,14.32344862,44.13243153,23.88174286,52.06575001,9.339154508,38.39459775,18.95451944,44.81620585,26.58751526,31.4440807,24.57717711,37.1997875,21.93066767,24.58852749,18.87244119
Relb,6.09623924,1.951140538,6.09623924,1.951140538,6.485080172,2.418369049,6.485080172,2.418369049,5.72329166,1.815341695,5.396823125,1.066749096,7.142883457,1.252415513,7.834985318,1.623673403,5.272579378,0.962885562,5.840737743,0.883026461,7.201649152,2.381320358,8.439048817,1.160547723,5.088728664,1.199162273,5.399065256,3.23359299,6.23636353,1.459391095,6.157265539,1.718630962,5.061722592,1.410897107,NA,NA,5.471160246,2.078025597,6.929330874,2.444198923,4.9675908,1.179723002,4.482041456,3.038826751,6.564065002,1.567074599,6.950458176,4.452993043,6.243745717,2.538066182,5.098082054,4.504730473,5.717292498,2.224367503,5.185392824,4.273455103,4.214553242,1.540257862,6.117631197,5.188922084,4.598150476,2.242053853,5.267581367,5.03625991,4.565534764,4.116708387,4.558741345,5.780274188,4.960706417,2.609414148,4.58906459,6.588496422,4.519343442,3.627241869,3.482504874,6.712666208,4.765662296,3.295836029,3.298025453,8.532451668,4.694402783,5.166596105,3.750211959,8.855066938,2.904939827,4.785075711,3.319378806,9.779748265
Acp5,59.70252716,5.352121274,59.70252716,5.352121274,54.96367707,6.751977024,54.96367707,6.751977024,64.56535534,10.20977845,75.24177398,10.27445697,65.47786467,9.68745408,76.80510908,13.31838974,62.35709974,7.479540045,78.5468344,14.38833533,68.8933667,6.633454153,69.07105584,9.582624981,71.20498518,11.99416278,70.45512802,17.19529822,66.60657624,7.696643462,59.49523054,7.529135024,70.91763628,21.60342429,65.36592543,10.35402577,71.80259793,9.586941013,60.99354643,8.634910559,74.05300584,13.62368587,66.14803667,15.03220831,71.19480935,14.01070425,62.06876445,11.16086372,72.06917011,15.59387387,69.51431332,16.29639078,68.75774198,13.11719237,55.96670962,14.11906518,66.3127234,17.40088702,58.28508315,18.03756621,61.80777466,14.26626104,58.98462255,18.33944141,66.53001373,23.51598662,54.20048635,27.27065129,58.73431732,19.16842996,44.27318765,19.89045732,79.2445795,63.6821591,50.82908563,35.91268415,54.36050859,22.37408458,38.30182155,26.46032234,70.1086999,53.53711418,39.37758056,71.77370693,50.97298866,41.86316528,35.22429516,59.11651333
Rac2,1340.955746,104.6176341,1340.955746,104.6176341,1473.121123,118.7558249,1473.121123,118.7558249,1236.516385,146.2322605,1061.130846,154.8623549,1301.941922,164.6446502,1015.891959,190.4683436,920.9097054,192.6045989,1015.361854,120.351301,1374.934035,120.1194586,1056.644475,212.420808,988.8216218,99.84512066,1188.404816,164.5584842,1015.108273,243.0899856,1464.414434,183.4833799,1057.243417,63.29687461,1301.11436,111.6753465,1006.404284,164.7806709,1362.239239,158.8967325,1067.412956,112.9319979,1250.471858,131.8967745,1161.311702,156.1016431,1424.683335,187.3712398,980.9320298,206.2619226,1161.550808,250.5249947,1195.271048,155.8912805,1347.04187,166.4672717,1184.575611,137.5195235,1124.332716,135.6476841,1153.789429,148.2924313,1368.624292,170.0916707,921.3436877,287.0764077,1186.491286,233.1715675,1293.065157,218.1937179,1383.112941,330.5675223,892.7718982,272.242299,1090.974001,303.1603478,1053.708499,241.1257119,1279.082213,355.9672924,805.4946559,343.6895235,1006.910987,820.3012885,738.1875402,267.9866682,1189.542869,783.4440865
Ptgs2,5.27884212,3.160359935,5.27884212,3.160359935,4.384862176,2.238479307,4.384862176,2.238479307,7.856985466,4.176595447,11.20485179,5.04482606,4.280815398,4.99594155,7.743092275,7.667207288,5.919506877,5.682978674,8.657330296,4.413880201,9.59368994,2.683649604,6.536344981,2.463603935,7.420315512,4.392591123,5.657332777,4.947376145,5.103415015,1.4135455,5.721828486,3.147275184,7.62440785,6.907898278,4.50805971,8.708353958,5.305713745,6.659915266,4.371191698,7.169355925,3.406784884,4.688433206,5.180342616,19.68419174,4.368351502,11.09589449,3.961994948,18.05320813,6.073856873,6.805694291,4.705558421,31.91346399,4.036723785,8.707693759,4.166696192,26.24408806,10.31083033,6.052559036,6.66732341,35.30386636,4.326483335,1.323466091,4.865445201,35.49036867,8.776540541,6.505057286,6.19641265,48.41515805,7.918058669,6.153572003,5.377942514,40.45309384,5.595127536,5.715075851,7.336460111,37.22813001,9.676128107,15.04863156,3.910578177,36.49635998,6.730864923,6.662412061,5.889032275,17.11092298,3.177993025,3.171424587,5.752141714,16.86391594
Fabp5,11613.37928,897.153051,11613.37928,897.153051,11392.68485,817.2825522,11392.68485,817.2825522,10635.17738,898.4098165,9660.879499,824.5002868,10603.48077,832.6218979,9290.03005,779.3727184,10549.18351,820.3840487,9208.377166,808.7235085,10099.72658,822.1162562,8337.124588,802.2748473,9592.010851,897.2549355,9739.553365,950.6409407,9459.295756,851.5958212,9960.904636,963.8549867,9639.457828,1012.328239,9665.160545,1006.866918,9262.375608,999.4866127,9794.479026,1048.701636,9558.224096,1187.889159,10086.29795,1132.709137,10048.65161,1145.218732,9848.762747,1182.29147,9604.005882,1245.833908,9641.32297,1315.910614,9601.504435,1285.41871,9677.264717,1271.566615,10297.40146,1324.775856,10300.95712,1264.312319,9890.353662,1448.96053,10150.2277,1392.830602,11274.84371,2115.150651,10403.30614,1737.240683,10802.30208,2143.743833,10134.63117,1548.238503,11267.00931,2779.266789,10296.42348,1865.398116,10934.56739,2901.318292,10923.55316,1770.061071,10650.94268,5323.819861,10129.46528,3285.883944,9649.641008,5188.784582,10245.13821,3028.49421
Gch1,8.53821135,4.007505093,8.53821135,4.007505093,12.223608,9.817912131,12.223608,9.817912131,8.740569763,9.605666024,7.703548677,10.55503494,5.987959542,7.900142512,17.88727506,10.63399346,11.6341787,3.841396181,13.97180776,3.000195685,8.433523098,18.53770707,13.3147469,11.27721761,14.58216932,10.40747588,15.6025689,6.001536596,6.495686311,20.35487111,6.252713773,28.70682293,11.82288278,6.115304903,10.87579504,4.264094111,9.32645031,15.5746765,8.138638301,45.96057392,33.36439621,4.943675613,10.93668193,6.53304173,8.648853557,29.42875255,6.307697365,21.30391343,4.107252653,52.70241427,5.791775252,19.04769887,6.202784188,44.46681408,5.193259061,22.52831547,8.664765816,15.04997688,11.63257325,15.05858023,10.4980748,9.352901665,4.618805784,15.95742646,10.61006529,12.77090343,13.62220303,29.67672296,7.819369649,22.71076174,9.919107112,31.29337867,3.578732156,7.950751005,10.28621331,47.82502244,5.878914539,10.29185482,8.993152683,52.61403064,5.624398246,9.074577971,13.34148362,68.31369621,8.08943874,8.627917164,11.01768609,76.65546968
Rnasel,12.5548197,5.368645918,12.5548197,5.368645918,14.54014207,1.940214123,14.54014207,1.940214123,13.08465374,2.351318468,12.35235507,6.912621378,16.67856126,6.880407948,13.99002474,4.211744859,13.47781014,9.663250165,11.35338643,10.06928662,21.10868084,6.55689891,19.36274763,3.1153306,12.96984952,3.428808276,12.05357373,6.773019203,18.82735693,4.008844475,20.51113275,3.504875964,12.47240149,4.438295914,11.04181563,7.013648806,14.4791382,3.357274828,15.50454919,4.113826433,10.25087206,4.989729325,12.24376289,4.821222624,13.40302461,5.08816322,14.34071907,3.53593228,11.72578633,7.19805189,13.33325417,9.792331671,18.73623852,5.150553541,14.43187836,5.04238879,15.48571931,6.375990473,11.89394518,2.226314631,14.57924294,3.60072698,14.6799178,3.839137363,13.27995128,6.845296807,13.4003533,7.197522962,17.69881816,5.684906693,15.78114403,4.622405909,14.2917092,2.953256968,16.08874441,8.373243367,15.40044215,3.478585464,14.91861828,3.367170055,11.47161686,6.284535686,13.93406842,7.386260672,12.63227767,4.323650284,11.85523798,3.28704728
Larp7,7.008983285,1.072213597,7.008983285,1.072213597,5.749000343,0.638485032,5.749000343,0.638485032,7.832763359,5.744108427,6.256784089,1.747709674,7.796482935,2.202707495,6.845115887,2.601053184,7.260630991,2.635916946,8.360463188,0.962074293,3.360315684,0.553186942,6.839602502,0.441819825,6.582407115,1.927608212,7.340022955,1.73657349,7.418768075,0.639176887,6.873749827,0.375934713,8.630087856,2.539118726,8.151183455,2.217731402,6.820639291,1.07196249,6.416069786,1.574339591,8.274705488,1.834731792,7.697473088,2.137793889,7.07744992,1.186353911,6.430292703,1.095652362,8.422613572,0.679274429,7.697483575,NA,7.265756496,0.861941791,7.052443594,1.460261524,5.26873047,1.188279836,7.683327351,0.579319096,6.423446068,0.251287362,5.828592026,0.80206773,7.014893815,1.275850748,6.309837652,NA,6.245419828,1.216570047,5.680022619,0.841435703,7.38107766,1.152569888,7.100640413,0.531369382,6.259238928,0.586181221,6.500027873,0.953514261,6.003978674,1.560901985,5.97056833,1.613103917,6.040128444,1.580154098,4.885064201,1.367100912
Eif5b,41.04253442,5.243787869,41.04253442,5.243787869,41.76623521,3.985497295,41.76623521,3.985497295,38.39038836,7.283997571,36.39530623,6.004270664,43.56787586,2.508843268,36.58030727,3.949345311,38.03923643,4.22397451,37.57956555,4.418331275,37.56732412,2.515375829,42.3695738,2.536236611,38.57689886,6.503870761,40.68965309,3.940868718,39.93063828,3.616301663,40.41764052,2.793856591,39.42358769,4.395985284,36.96413996,5.15078788,39.80578245,3.113982325,41.97888566,3.926782639,34.87653588,4.387764166,37.76597832,3.188527688,38.35446065,3.215383014,39.13194502,4.125296108,38.00513335,3.928563751,38.95516184,3.955864519,37.80014028,3.662739305,40.0486359,4.157571669,34.96798496,2.92082315,36.20231965,6.161505614,38.69221916,3.031094358,40.36070826,4.641905171,35.30752436,4.469803792,42.09462168,6.064578347,36.41669874,5.582046044,36.79948312,7.41568919,35.87432351,5.492383078,36.31466649,7.877648135,34.61654963,7.626621273,38.05934565,8.434421483,24.40584047,8.139420124,29.59677127,13.80826215,26.36886697,11.64838567,31.38812115,13.79004285
Cab39,16.85343835,6.15008527,16.85343835,6.15008527,18.15768308,7.222855344,18.15768308,7.222855344,15.76171318,1.335737087,15.6956498,15.44626953,17.03564042,5.279588205,16.05179702,3.801245267,15.50930673,2.359009515,13.30607749,9.417181974,16.69059333,11.86910489,15.21770632,3.561062689,13.79096895,2.825016781,15.12631482,1.474212991,16.1534959,3.72212688,16.95456684,3.388364035,13.5994675,1.42595559,15.13250603,1.568990678,15.78490247,2.384088322,16.69044166,1.230704376,13.53097995,0.801267261,14.45827869,2.519615513,15.27637747,2.936500508,14.72250656,1.481344198,13.3449469,1.804221662,13.95450266,3.006728959,15.32280292,1.872040897,16.60620186,1.753033763,13.02578584,4.645478419,14.15946746,2.925130155,13.62150258,2.397028282,15.20642219,1.830789116,12.24432317,3.405874703,13.46519147,8.059120385,14.92563508,3.251378127,14.84059553,8.765411201,12.47176838,5.927486066,13.57359057,5.065728567,12.64633738,4.132244797,14.60743229,3.931023367,10.29709992,5.092009902,10.54681789,6.382096983,11.19150128,10.06729746,11.15134916,6.86258964
Atp5k,303.4401038,38.50412564,303.4401038,38.50412564,126.9662448,67.90556302,126.9662448,67.90556302,260.7408687,120.632086,366.4024153,47.796385,117.9172253,42.40219242,145.7656605,22.52153002,232.7520491,89.36898585,374.0600828,42.43960605,124.5383418,85.15737251,107.3341101,28.53864147,338.3486084,78.78397298,371.6201393,25.49406379,92.86403582,36.39335706,144.5059391,27.01776667,286.0307955,139.2674971,423.5187496,81.96240908,112.2235043,64.47706028,92.84090224,10.25637127,342.5686408,73.47062831,296.5295746,43.71167765,127.8271427,21.52801052,137.7906831,30.97444029,296.2243744,25.22224027,332.0241298,42.5936314,133.2356794,40.99748579,144.9940845,23.14204221,346.0297248,24.58501296,298.6452996,45.40431017,129.6370723,61.59385636,134.8994075,49.04084612,237.7085107,37.274321,302.0309834,37.71386652,192.1530753,45.02791633,158.1024459,49.4099972,235.5571892,31.33057128,274.0633791,40.040873,146.5215246,27.92219505,124.4226634,33.71051249,357.1031161,61.16797428,345.160631,68.8268104,148.9500647,37.02255985,128.4929578,60.36768111
Anxa7,401.9039545,62.16234697,401.9039545,62.16234697,343.4551351,31.79174086,343.4551351,31.79174086,406.1826216,47.21864298,398.8850862,46.42188398,336.0527354,28.53769844,332.0027526,33.67756622,377.6340819,30.56149338,395.1661186,42.89179423,329.5060846,40.96173792,334.4114681,25.98994272,379.6081687,38.80823749,394.0325194,37.93377304,322.0500562,46.67332705,326.8293885,29.46990416,375.53916,45.42866449,394.5291793,50.98787075,323.0242268,29.54549701,327.0414883,35.10312442,385.0662191,39.25591035,387.3692377,65.09168546,317.5266065,36.96174293,331.7136114,49.47404507,386.0896801,59.19309732,376.5005065,78.12307459,328.4202108,43.24284425,321.0744779,70.04880811,389.0045409,58.87041074,401.5982337,99.62963934,326.9684718,45.17505544,312.6547552,77.57747059,393.4255302,82.31480074,371.8478524,151.1017386,318.4438498,62.83831084,303.963157,119.0864465,395.6389064,106.0494704,385.6937391,191.8918444,307.7935463,86.46763673,277.0221825,145.087792,366.4146816,173.7669457,311.582785,240.4099374,290.9794556,142.2676714,273.0886489,200.1287948
