Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Tmem214,66.1853553,33.01639842,66.1853553,33.01639842,47.69137838,55.14362388,45.55990199,35.97518857,48.23350923,50.17131113,29.78667051,26.757676,52.76575341,65.23686803,15.94741355,22.44291645,49.08957335,50.65557447,19.78636636,19.95136086,49.66283519,46.64214762,28.63144444,22.46058909,47.53972581,58.01881155,36.59660076,27.70010676
Ptpn2,76.439831,115.3342524,76.439831,115.3342524,94.28359887,74.9789995,115.9441487,171.6475216,75.90379255,86.07055877,104.001634,105.3909451,89.51073129,71.9676809,111.0019114,155.9618181,70.03314545,116.1350852,110.033253,129.7817025,86.36589086,97.8888445,92.37263057,128.2517108,67.10368304,87.50908374,124.8345132,145.498174
Dohh,49.71700091,24.85425994,49.71700091,24.85425994,46.34502459,55.65519963,46.12939044,23.0812823,45.15626438,42.20179263,40.33339038,28.83864866,48.20654367,44.46553006,29.02866317,19.30115651,45.63051877,24.10955753,28.67333422,12.79080788,41.75193579,34.6967623,18.20704123,12.97411941,37.77472686,38.63515894,32.55417162,16.01465583
Mir684-1;Sumo2,454.8482235,526.5866057,454.8482235,526.5866057,484.3460015,595.717565,421.993343,403.4370311,357.2618979,586.9708111,379.3663723,520.7818487,437.4299031,559.6076442,371.7765932,385.1613558,455.6538617,549.8567015,399.1087111,469.7427634,448.6522536,594.3526036,352.8747003,438.3770819,517.7055948,526.224361,289.1634139,372.6712022
Mrpl40,74.17798007,41.44532792,74.17798007,41.44532792,74.96148089,83.80849183,63.13150247,56.95076147,85.51859117,64.45948796,64.00197133,38.37852328,67.39666293,69.68090035,37.37211749,31.13823794,70.213666,55.0228322,28.94330367,38.7291154,64.94130986,73.52529903,27.73215925,38.14094369,71.63468391,71.50350879,33.55789711,41.9667018
Ptges3,225.0874155,387.5681472,225.0874155,387.5681472,234.8777611,302.8335181,233.0305741,345.0803451,182.8762755,349.5534472,222.2640114,377.6708474,228.8318652,288.6742983,160.0260627,266.2733374,199.7063162,348.8925226,151.9084708,226.2367484,201.8392714,311.4765883,137.4791765,237.2955288,193.7535193,280.2490728,146.5922676,187.9618372
Gsk3a,103.0729079,86.05448813,103.0729079,86.05448813,90.8444025,89.26004193,77.64486949,91.35936534,104.2336242,86.72965078,73.22006236,56.73562934,95.22138298,106.1121569,66.32434744,47.43034365,92.54396522,91.7006444,55.65845979,75.89469406,104.2146049,95.44934263,75.76158214,66.90436211,91.6851801,99.0847299,66.67065011,76.96653488
Nop16,57.51273064,45.49576613,57.51273064,45.49576613,67.30385402,53.97649045,42.83241539,25.59825296,57.92221397,65.07228363,29.42936685,30.58665067,68.29949384,52.87740818,15.28390857,9.296260743,64.07318203,57.15741104,15.22856928,7.639768935,59.99923129,59.70633949,19.77525099,24.04238499,49.75878744,44.97461408,22.97866877,12.5376717
1810013D10Rik,70.28334572,71.79277303,70.28334572,71.79277303,66.57079009,102.9001693,31.16924723,67.92162272,51.50192205,94.53508952,33.62818455,33.02587961,54.57013304,75.42089854,41.34295307,29.0107216,54.00726306,67.1021546,51.90864603,29.68588824,61.96852609,62.30386008,55.2425868,79.3226552,73.52264327,70.91276394,66.10456556,72.12624977
Grhpr,23.6436497,10.79289005,23.6436497,10.79289005,17.48495784,22.86593535,20.20646514,16.17329097,24.11927323,13.2811422,13.98688129,5.110416033,16.23480662,14.11146029,7.418964545,9.816867495,24.50244595,11.21621221,3.132172862,3.623970645,21.78081527,12.84130563,5.204008261,3.603346259,11.54072725,18.2687119,20.63508045,6.380999282
Sypl,38.06321462,29.37262874,38.06321462,29.37262874,33.39345376,35.16423436,29.94994669,22.86597695,30.95183104,33.51805906,28.7412979,23.65278992,34.88916377,30.04903724,20.44198882,13.95572652,32.12323794,29.37990792,19.73813407,12.6200064,34.99225694,29.3769656,22.36208382,22.00657026,26.65527439,27.19771982,22.2805352,17.07758051
Lpcat3,80.86784473,83.27420826,80.86784473,83.27420826,60.87421869,63.32061172,65.22887862,43.03599071,60.52436788,88.01384233,74.68096428,61.29040208,66.62516351,59.59121578,43.83241146,51.65219903,72.69190386,93.3056447,35.36243997,31.35492133,67.48261298,73.77222136,31.76968394,35.79626362,61.1620183,78.92317616,32.44640011,35.67799
Bud31,265.1430783,318.9219042,265.1430783,318.9219042,326.2818087,280.4795284,285.1960051,144.7161509,431.7331926,288.8043466,250.2068293,190.749834,306.9667355,212.0343448,264.4722707,275.3411445,288.3914871,254.2742555,229.1285344,181.0694985,351.8047202,331.9583668,227.9052412,224.7343666,340.6357376,334.1886884,232.5862489,179.0872327
Mobkl3;AK165532,79.05911541,121.2659273,79.05911541,121.2659273,91.21753265,106.2645311,114.4135627,229.5558188,88.63119646,155.9856649,90.30622047,135.31306,104.6669706,105.0199798,94.4096793,151.872331,95.2414599,158.3608025,94.98470146,106.4552053,94.88960898,122.6057048,63.70064222,124.6234922,108.2265005,120.9326669,63.00556811,102.4677491
Sidt2,302.9723773,289.9146664,302.9723773,289.9146664,312.0699965,250.9507047,283.090002,212.0214438,309.854868,307.7045545,225.6298679,212.6178553,284.3401441,282.6798838,238.6663652,174.4508392,291.9453064,303.3753324,228.4150185,183.8240843,277.4502618,259.4356791,174.1004035,212.178212,272.7373797,275.2714016,181.0854995,199.1683643
Tle3,56.44193323,85.95034544,56.44193323,85.95034544,50.5827632,56.2034766,76.79426078,95.2127293,60.42402664,87.06756887,130.1920073,124.3873563,71.85036353,68.38356587,149.6764455,213.102448,53.97487524,93.64516873,95.73668453,128.5876735,52.98004397,59.94966524,58.27004905,116.5516261,49.41104234,72.01145977,42.48747278,65.77151054
Zfand2b,16.19053331,7.880088384,16.19053331,7.880088384,11.83930008,18.52024878,22.873254,20.6632467,17.50681584,3.394034144,17.74556434,10.42023633,13.24144816,13.9832901,21.59571614,14.33451605,15.1683788,5.732454527,16.13049777,11.97008664,13.65607733,6.546366277,32.33985995,14.69642243,9.528325446,10.37453456,30.49500608,14.35038124
Ubl5;Gm16381,148.40421,87.77463518,148.40421,87.77463518,165.8414735,106.6457351,133.7634514,132.0049238,139.69321,81.68190278,129.6517687,95.15734538,133.0021936,100.2389946,133.8295645,88.71917396,148.6424003,77.27683473,136.0341618,107.233037,158.7779668,126.7761843,141.3942024,76.5803807,140.204859,95.90970954,128.9524558,109.4820314
Mff,99.84385187,72.72325042,99.84385187,72.72325042,94.19546615,93.3764707,66.74769689,91.77780021,65.97336897,73.46479943,82.61374158,67.10927084,84.81645379,94.71649054,73.98890696,71.16040763,80.54236623,68.84078914,74.984181,69.3855875,89.06497882,101.0236094,82.82796802,52.58059809,91.29326838,75.15309535,81.13593071,49.39678811
Tmem55b,87.18441146,73.0768,87.18441146,73.0768,87.70465794,68.66747809,29.85758065,46.32081413,73.53961456,75.71539239,53.21216036,24.24494881,80.71419718,94.67306734,57.61961255,41.12521786,82.43325165,68.61323057,76.2308322,66.7839021,58.28929831,87.82522767,75.38088133,65.34587473,78.36150475,77.03479149,69.96099534,63.29218597
Wtap,95.94654626,140.2876036,95.94654626,140.2876036,106.4226665,140.6576839,115.328726,110.5057802,92.31900838,126.4752705,109.5348865,145.6650315,104.5006981,121.9334003,99.1411391,154.479244,105.1771474,127.9262218,143.8127197,153.9935236,112.0548558,128.2680482,123.4763403,148.6384092,115.6291051,145.9488946,108.2029031,153.1527901
Wdr26,112.9802275,110.4830764,112.9802275,110.4830764,108.7747848,133.7526545,106.0340731,149.4711028,91.31329541,133.9590855,81.39448405,118.1573996,111.4728683,132.1159344,74.12426638,83.18616877,103.9374942,129.7852603,96.41548864,107.8389633,115.3488836,122.3089073,96.49315993,87.59293599,122.7000867,123.8559179,101.9809626,113.9452601
Filip1l,39.61667161,53.29085318,39.61667161,53.29085318,30.30138362,48.97052234,80.49396327,197.2561218,27.06676928,36.56136956,92.83852867,116.0339176,38.89622407,31.48535049,73.38835305,124.6749252,23.34557297,52.09552906,81.44750936,108.6472283,31.80052171,37.55760542,63.23541897,80.15063378,33.12298017,33.92139341,59.33780306,91.35504791
Pcmt1,95.941506,98.05010881,95.941506,98.05010881,93.82773225,85.73108655,94.72351967,75.33887304,90.24076044,89.58221692,104.8760477,99.00069961,85.49153962,96.62279388,137.9815471,78.32271001,110.8299214,93.79029265,145.8195526,131.8528951,105.9162677,101.3774895,122.442809,125.2902957,97.59150755,93.35300657,106.8219772,100.1259834
Heatr7a;AK211096,56.39680883,60.36749753,56.39680883,60.36749753,33.1368483,49.87291659,117.0557918,195.5999254,44.82041292,61.55410769,70.92063732,141.3870066,65.65620322,76.19870046,46.82853961,46.38256428,56.88144229,49.8532623,47.91694224,55.01080262,38.86573619,67.27640478,34.34472072,40.09094721,54.77040727,95.64230463,65.60791177,22.8142374
Nae1,51.79592103,50.86075213,51.79592103,50.86075213,46.08422332,39.41636604,31.18307463,40.87319146,36.50653417,34.99552625,40.01453145,49.35118474,42.42830286,47.51401423,42.49795412,53.83839736,37.87147296,38.69389768,45.45059577,45.54113818,40.79640436,38.88812468,35.38719391,28.26429596,41.21436596,47.12565763,37.70262086,29.18039578
Sik3,16.76249273,14.22445382,16.76249273,14.22445382,18.92917701,14.49453476,26.63019225,14.00165985,19.38775765,16.08327195,24.17994455,19.24694359,22.59163917,12.60409068,37.41855857,35.40218595,20.72161103,21.71645231,33.66069109,35.19460682,20.31181103,15.13446306,34.03831937,31.92329713,20.50009233,18.28497031,40.2543119,34.26163435
Zcchc6,53.21055892,88.52183401,53.21055892,88.52183401,50.33560419,75.5427274,76.85920456,121.5269141,55.39285293,109.7054194,100.1465186,126.3935778,69.903728,69.11097438,144.2405861,249.2180317,52.12661597,106.2547563,133.4112565,186.7403504,56.73929505,74.89040911,89.81829966,164.300061,51.00290602,80.11786705,96.55365506,136.6157803
Iqsec1,38.89588197,38.15574401,38.89588197,38.15574401,23.2916818,40.49706743,39.44683787,37.65098014,34.40609071,41.82388918,66.0936003,72.41641632,48.81908141,47.52461843,21.47868326,11.52029409,36.32244145,38.55626104,10.10519358,9.775270215,39.02236666,41.86469587,19.45195175,20.75356352,28.97373053,40.0630097,25.24796902,18.98478007
Msto1,27.64591135,23.72730605,27.64591135,23.72730605,32.48345883,25.7234185,21.13373691,17.01159551,42.92060935,31.39612534,16.49532145,31.61114876,31.62448601,26.96527368,20.77991513,5.429620384,31.08879203,40.55775767,14.28980338,12.31831131,33.69162776,28.68146363,12.61980028,24.36465744,29.68982864,23.26931064,13.30050758,4.525191513
Dlgap4,77.4277753,48.48691378,77.4277753,48.48691378,64.92849018,48.25998316,92.95292518,114.1689556,68.47217201,72.50165622,117.3051357,110.3277407,77.09517489,72.97480378,128.0019847,122.7699468,67.71883558,64.09742061,98.36437511,96.89282606,62.98847698,51.68344937,75.65026919,69.11928822,68.92700036,65.30493033,63.28910972,60.11223131
Lgtn;Eif2d,41.42564486,28.93724602,41.42564486,28.93724602,32.54270122,26.68706301,40.80267478,48.15456612,37.45024747,32.5681712,26.51001732,24.87614534,30.44524112,33.57999792,17.48363118,12.23883419,27.00869458,34.62387623,12.76680346,10.68854892,37.07128165,27.81187562,13.71809146,8.126671357,33.99441903,31.57596629,15.53781518,14.07328491
Mycbp2;Phr1,112.6376436,248.2363693,112.6376436,248.2363693,148.966346,126.7407193,259.9043021,392.3523007,140.3311845,212.4928922,79.26025334,124.4335477,220.6297923,143.9298546,114.8235372,206.9188231,142.1008255,287.0582665,107.4305248,177.5655818,122.5149476,192.8684284,70.66712459,225.7214182,179.5774812,213.0316731,52.15169706,138.8936559
Tln2,14.36156255,33.39002062,14.36156255,33.39002062,12.80008576,23.20518831,25.85636134,102.1117037,16.74446518,20.18111643,13.72790269,22.25443676,24.49047368,11.31858266,14.51934947,11.25625135,16.73569114,30.978556,5.61418559,7.793511809,16.1374373,28.28502803,3.291645841,4.265945135,17.06819771,17.10472101,3.65228849,4.661749092
mKIAA4150;Golga2,34.84347085,114.275406,34.84347085,114.275406,50.8949589,62.37158651,56.03486639,90.14508409,55.92550862,99.7095542,52.49216418,59.85309139,45.14858319,49.73099984,34.7222866,74.26843796,51.86072073,123.9828975,36.49555426,59.62222991,38.25824111,93.59720293,36.84789043,90.91049766,49.43364084,107.7532761,38.73713721,120.2854497
Trmt2a,32.73915744,23.12943493,32.73915744,23.12943493,26.82926072,36.47388471,23.22808052,18.3086407,27.76903398,33.08679471,10.59680029,10.95617871,37.72957617,29.87577221,9.912758234,12.85939801,25.05319072,25.12837278,11.35671094,12.40712828,30.02334951,31.77367881,12.06096503,12.13660921,25.74215337,30.17412947,13.03118803,13.52527735
Ankhd1,50.8788636,110.6971488,50.8788636,110.6971488,41.52717583,81.48956124,61.01663808,209.5201323,49.48094505,90.65077672,64.19504228,79.11717803,77.31711213,72.8246764,48.39110853,115.806133,41.21637126,136.1472059,36.02330921,67.50914776,53.25618506,91.45622928,29.33755783,103.5774863,65.14592426,100.3910069,29.49776689,98.30938671
Nr3c1,37.72318743,95.69020207,37.72318743,95.69020207,45.29383816,52.87352251,66.38075203,184.3223473,49.54184843,93.86246997,81.36470437,123.3300939,58.94125844,52.72531785,87.40753027,186.2056882,44.82621801,96.94333213,49.86353648,104.6707717,41.72015387,72.8934958,35.69289506,133.4890698,38.10899316,74.26627223,34.2969247,93.52082897
Xpo7,31.32867201,14.70976713,31.32867201,14.70976713,16.71567252,17.59621166,31.21371587,22.66269838,16.23268182,12.62660296,11.13102047,12.0459711,28.75435164,12.06002689,6.68422237,3.895520703,20.66365576,10.81671421,7.037269559,9.993707701,25.44509184,11.1998661,16.7246276,9.601606464,13.76844872,12.49319651,15.39052551,7.641519865
BC029331;Diap1,498.5446979,616.2768444,498.5446979,616.2768444,489.1989464,612.0021373,518.6023385,757.845159,500.186784,490.5284994,490.2250195,543.1850794,534.3881862,632.5961956,349.5252538,407.851291,446.4334125,613.013929,355.5690489,382.3538406,482.2072018,539.1164458,367.405707,397.8431735,467.1301532,547.26893,401.0984213,442.616606
Atpif1,680.7101289,762.4454333,680.7101289,762.4454333,710.7892222,795.7366719,602.1585253,479.057235,812.1100901,704.646534,536.9967419,507.3711255,629.8722456,686.7454338,494.4473642,597.0463733,682.0340753,716.8895382,423.4227834,635.9231337,627.0961971,869.9544427,397.7891688,483.4701729,692.187221,843.7089833,356.6081615,490.14533
Gcn1l1,29.02651117,30.087604,29.02651117,30.087604,25.23076778,30.87236939,31.6849719,32.47014983,35.0388219,29.91348315,28.59084962,30.66662717,34.27295256,30.05233719,19.76208227,20.37527269,31.4198413,28.21649775,16.26760532,13.4551835,29.68727721,39.62995904,16.17453253,19.82084513,24.60477202,30.26200345,19.12568154,21.18056187
Mki67,60.06149537,64.3875627,60.06149537,64.3875627,36.12144151,56.6736394,82.71496039,135.9535629,35.57650622,70.91797562,68.60985198,113.8623448,33.0549779,65.83099208,26.29900441,47.74656617,29.23810229,70.23918345,21.32711349,30.26843829,35.90933044,65.43802891,21.13622155,29.84767931,36.0131439,61.81339363,22.80659683,25.96467239
AK089379;Golgb1,73.42021117,240.9474969,73.42021117,240.9474969,95.74682512,157.8246351,153.866599,289.2911892,90.25903516,202.4078758,97.40922882,268.0900191,101.11991,142.9508146,97.17158493,234.6711406,108.5040829,240.3437224,127.6244468,189.8152779,104.9555947,206.9651384,81.95680225,285.600834,159.5446081,249.697322,87.05659833,300.883251
Suz12,48.06785493,69.89903745,48.06785493,69.89903745,48.85995227,65.0749061,47.74523836,59.25696465,42.75209563,76.2088572,51.60107547,72.23154559,53.66371597,62.60391039,52.4661717,81.75841614,46.60552304,67.58258666,56.30469118,64.87501312,48.58551501,65.48503577,38.32892276,65.95213617,46.74325979,60.54534145,46.23894055,53.69930666
Mov10,11.47414076,9.831481941,11.47414076,9.831481941,9.533026754,9.922851408,10.11406181,12.22968642,14.01884366,14.20993982,31.25244279,22.91251205,17.11752404,12.28534491,82.9376766,62.17506663,12.50009869,9.636658372,107.3745641,98.10473094,10.57121904,10.82171394,139.8867883,101.4424657,10.7593869,9.594613593,130.9116781,110.0278706
Ythdc1,71.89144778,121.893253,71.89144778,121.893253,81.19101105,93.75191178,97.00166934,220.1559841,75.2125509,90.84411771,97.05221194,136.3748819,102.0764411,86.80403586,87.18576707,142.41014,68.22057523,138.0699357,87.16717862,92.19791276,83.11576562,110.5066201,66.57658497,102.2060211,89.79072279,97.28279965,79.75040667,104.2183853
Papola,119.588454,194.8927255,119.588454,194.8927255,117.0376101,125.2509078,95.26452096,177.5526941,93.26099131,152.9246456,95.27003815,126.2085216,117.7567864,120.141387,64.48149828,98.23569713,97.54558209,193.6733158,72.9758267,86.61208167,116.4452371,142.5259853,76.83578966,127.6876822,106.197464,130.474516,71.71690429,107.508624
AK079994;Trappc8,39.46598382,30.21515872,39.46598382,30.21515872,21.91837442,31.61942606,32.32125687,30.81176609,23.78483038,29.88604046,25.57617576,31.20884879,32.78069941,34.61316788,26.93216457,28.68360361,21.0994091,35.6392998,24.94953964,21.42148303,26.87002782,27.55498548,26.73412809,29.21520827,21.30718747,31.92257594,23.03609497,18.71599315
Ephx1,150.8671618,94.28488362,150.8671618,94.28488362,129.1862395,82.34415135,101.1199226,47.39540346,110.8692203,69.13445243,71.44399968,46.27821124,93.68301334,87.47673071,46.87893144,29.50954333,109.0037504,83.20133212,38.42658902,22.99008181,100.6002769,88.00503412,16.74006235,20.73318555,106.1980992,103.7805706,18.38364119,9.579759741
Rsf1,8.630316876,20.2582402,8.630316876,20.2582402,10.57755117,14.34002901,13.25935682,17.28136132,10.81509774,18.99512348,9.87823687,10.4557115,15.14160385,15.96461654,10.55410103,22.02222535,10.75036341,25.81565973,10.24665892,17.42411366,9.999955615,19.89451748,10.50282267,25.88342793,13.9913702,20.01839893,13.28021478,23.05634425
Farsa,67.3313443,53.18860896,67.3313443,53.18860896,58.73780424,56.88484137,62.32012699,60.36076197,65.3272426,83.68169396,58.69682048,52.63610537,58.0522731,63.42400049,60.68307784,64.26459139,56.85583874,55.45963744,48.73162391,56.33868235,67.90670663,51.374082,35.0218992,52.55864711,56.46348844,56.70826554,32.73067834,35.97121976
Dock7,21.3516893,8.190524216,21.3516893,8.190524216,11.478613,12.68779494,17.7500087,13.40977915,12.45671759,8.118630779,12.49442818,5.654047697,16.05641015,14.30492333,8.010554702,4.743904206,11.0683902,7.664466607,6.008058304,6.796158305,11.18932948,8.977549411,12.50368855,5.114319179,11.84321147,10.63835897,16.82105473,6.742412873
Ppp4r1,39.24324116,24.99359454,39.24324116,24.99359454,36.44485471,27.80792222,37.38664935,27.23512195,37.14564099,27.04500615,41.09987647,29.78907023,40.26632248,31.7591437,31.19346224,27.72014818,36.30106991,30.90812571,36.08429059,28.99023517,34.74948026,25.25851375,36.88626872,22.42850556,27.72155785,34.52359556,35.73773501,23.28701445
Samd9l,40.43151694,27.1943,40.43151694,27.1943,21.39656147,23.17669326,29.0928765,32.08105836,23.48296555,27.23605449,105.6191002,94.93703359,24.55364929,29.16481895,127.0219835,123.3346281,19.30515798,24.40533868,120.4273399,146.4978808,22.84360015,19.94645582,122.4413213,84.75042386,19.98719819,23.61591676,130.0607619,88.95001054
mKIAA0439;Nedd4l,8.726613051,6.940170391,8.726613051,6.940170391,6.986474887,6.418484339,13.97806764,11.08075824,7.164087539,6.677216794,6.201569266,8.374902282,9.681822764,6.175118198,7.700775978,6.581296776,5.77815074,7.965130753,4.518171001,3.189711355,7.847441778,6.994537759,5.870816214,7.019540778,4.150000172,5.421868966,8.602541178,5.495830275
Vav1,77.45773438,64.01464265,77.45773438,64.01464265,69.60668232,69.15799466,77.00582944,45.44262729,85.0812542,66.92066532,43.91840515,40.08002436,76.88649847,62.92993401,29.22830693,21.92052411,67.4564879,71.77986944,46.8331023,47.96874747,73.9461113,63.39579122,84.63803717,72.81909152,75.17741877,60.05212104,101.0858589,83.58533019
Adam17,97.40021071,73.70789297,97.40021071,73.70789297,82.72791916,92.19592751,131.3329168,101.8821498,86.49527257,84.1901037,141.8446812,114.355857,93.50341029,91.0045142,112.4786187,119.0569748,86.38291391,83.94420664,142.6434349,142.5630562,94.09104496,100.0102955,147.6434435,120.6548232,77.5487116,93.50806084,143.9907905,102.3437638
Txndc5,85.31667376,35.78589956,85.31667376,35.78589956,65.33394112,62.97451386,54.70145463,37.63301591,51.72016835,42.58963075,34.85800111,36.0139019,59.70681784,75.39651245,43.90220706,33.96709877,67.65756653,47.12253484,56.85145768,65.92668985,73.41057168,70.041703,61.08694469,37.75420849,58.5859235,50.63973174,62.47979529,49.09115457
Adap1,71.22345583,64.08525525,71.22345583,64.08525525,59.79510222,60.30654972,61.86340933,52.851841,74.623955,67.67793014,48.16757903,37.91627032,78.01565347,51.3626324,38.97991212,37.11270089,66.32471231,61.99197819,53.8973356,49.30351845,74.01511809,48.43619396,80.68296961,78.56676321,64.42592154,64.20846712,83.02256571,69.27842885
Ctage5,111.2991435,150.0585293,111.2991435,150.0585293,110.1643875,112.4632238,94.35324309,119.259677,92.17724482,125.8712367,68.63080138,98.55315275,104.6030562,98.38879722,35.50758624,43.76881538,95.6262649,148.9474357,31.81635899,52.3544772,92.33642567,116.9348223,39.90774431,54.90063443,93.55729213,124.131328,45.13564874,55.9215527
Fam98c,46.00812569,91.04564729,46.00812569,91.04564729,57.21327197,60.45784933,60.98119294,74.83704768,63.583456,79.32242824,18.89182171,47.52142377,66.99576234,60.16494871,24.1626487,9.285945475,56.66772871,98.15987289,14.20899141,21.61633192,63.76471673,68.80092736,15.18664545,42.84940945,61.74960077,88.25601065,27.56472805,37.06550058
Rnpep,165.8020468,102.7635318,165.8020468,102.7635318,145.7180995,95.68821995,101.3021081,83.42026947,174.2008543,90.8762619,110.1643828,77.60856556,119.4420233,95.02469406,118.8223167,80.59096519,115.7756413,99.03986099,126.6474753,115.442935,130.2695525,90.69555068,142.8269791,101.2729262,116.4704962,87.26631265,115.8607143,88.0060362
Parvg,65.05536879,52.05302273,65.05536879,52.05302273,52.47975718,69.29446411,50.33063836,27.71879982,63.08351281,53.46348942,43.26722557,55.2517913,66.02896914,59.68854126,32.63500509,17.9280459,58.5751399,42.20855226,15.34010074,13.22689368,67.58927047,29.27500485,14.48487882,12.57628354,38.64316865,40.71957509,19.12763872,12.15964295
Setd1a,19.56927787,18.17202132,19.56927787,18.17202132,12.12621172,16.35353175,14.78765582,18.23806974,16.02923033,18.17527172,12.43840453,15.66464867,21.4964428,17.97307603,8.213019779,13.46085642,12.33590093,21.66979033,7.003920897,10.30290656,15.2969709,12.37563477,7.288689509,8.788301599,11.98090791,20.6350985,10.05778684,7.496227094
Usp14,82.30644125,62.79908203,82.30644125,62.79908203,59.12232397,59.91751048,58.9841833,58.80158889,52.60293698,61.95984356,55.1376416,51.54678209,68.45857854,60.97745444,36.76857794,26.8838892,59.31031649,59.49943462,29.85900651,22.58755563,56.50279519,57.81671063,32.60817739,28.80253528,48.74221099,50.66651652,29.98318279,22.78804744
Parp4,21.17272755,27.51045099,21.17272755,27.51045099,15.5370421,23.48753754,21.91547863,48.75615367,18.63001076,38.08327553,26.16381691,35.88166377,24.98199957,20.42311867,37.07056722,63.54494496,16.9654068,45.34315713,37.17767813,52.38729579,17.70034987,29.65125944,26.8363789,61.67382588,14.14382669,33.59695184,23.75552956,40.64400707
Ikbke,102.0505255,101.805619,102.0505255,101.805619,82.8359233,87.5508867,149.6603906,115.3108238,111.8669913,110.1740232,264.1093117,178.2913347,100.3648804,93.2033604,272.2858819,241.4930311,68.52004588,105.286804,282.7440051,256.5632497,78.64637155,77.35253571,261.3532428,248.9779866,82.54701023,84.97356323,259.9952054,236.6219877
Atl3,34.92276657,27.36364589,34.92276657,27.36364589,23.41484297,29.29501331,30.17251094,32.91283846,22.58339883,23.78222239,43.31634985,30.93692916,31.74837211,28.81545923,43.53673835,47.71337041,23.67161048,19.84783309,59.41618115,44.98502732,30.45257809,19.68167187,73.55847584,39.33193878,22.59911586,22.78020375,68.87735611,44.45977785
Trim34a;Trim34,18.65556542,25.04067772,18.65556542,25.04067772,17.9780587,18.1182963,22.08400573,13.54264805,17.43212544,20.51039602,52.51433677,40.15265786,28.86798998,22.07605404,104.9189202,122.8338845,17.89354717,14.06150073,144.0997861,136.8240194,20.37198985,19.69648468,115.3731493,86.12091787,23.16287778,20.34858298,97.30688902,84.13488245
Psap,17224.96533,14671.34285,17224.96533,14671.34285,16927.43202,15393.41544,15948.28946,10379.68585,17979.17129,16075.9795,13537.40718,11461.01027,16130.74818,16841.49759,10762.33933,9040.898727,17198.65422,15598.51116,10470.43676,9597.383573,15700.69341,14812.74341,11176.62432,10775.23301,14991.61383,14539.81494,13816.86619,11667.19478
Rbms1,224.8818469,239.7514289,224.8818469,239.7514289,215.7826525,285.1940779,239.9561797,293.5945175,180.2634638,281.4468154,250.6910949,368.495602,238.417222,286.1264303,267.2022795,326.9453927,227.0533736,262.6187607,308.8893223,342.2675248,211.7791234,256.6210978,223.2173834,312.3615574,226.4095252,239.1949607,209.9863962,270.5338501
Mitf,43.53288455,51.00184115,43.53288455,51.00184115,32.15617062,47.00767929,45.81100754,78.74018961,36.51920543,51.90726652,135.9510927,145.7640666,46.70598023,58.79524318,109.9177122,122.9592259,40.71524768,51.17998416,89.76073988,97.10292234,38.98249938,57.32642744,74.59181689,89.26748336,34.61493995,51.28588766,70.72225781,77.951607
Anp32e,114.076397,122.4579842,114.076397,122.4579842,146.2420326,120.9643782,108.8513728,105.1761547,133.8329114,114.3653718,104.5441554,102.4963366,132.346692,141.1344547,63.66278416,70.27066608,136.1585126,138.3632733,59.35193081,55.54993875,129.4776483,117.7824989,37.64696596,37.32252003,122.3388236,100.0393789,42.29257221,34.0067569
Ascc3,10.90682034,17.86461247,10.90682034,17.86461247,9.55678185,14.58019627,17.34721533,47.62935091,10.54273906,18.66926696,20.67121033,27.74420111,16.42948832,12.57538031,34.86701705,73.65750021,10.7756807,24.81165324,36.14875431,50.93293133,10.64720178,13.42004549,31.90043543,69.54570299,7.703625175,13.70535098,24.41611465,29.28924512
Scaf11,42.36357513,46.52687479,42.36357513,46.52687479,37.5828662,45.14696755,41.37790767,64.81638522,38.74843545,56.96183057,33.62539313,31.51362083,44.81733121,42.13440699,38.32905185,49.99525834,36.40009001,57.90938623,33.4957759,42.55141094,38.94621727,45.61143263,27.46367812,34.06475102,38.14020862,46.16492812,32.79742487,42.67764396
Myo9b,152.4839184,148.4891453,152.4839184,148.4891453,132.0084875,145.2605384,174.0431433,187.6384486,157.5200594,158.3152195,108.0807834,93.55574295,173.1247634,156.2897492,64.21747256,51.4731844,131.0415433,166.9376736,73.99953629,66.4762683,144.2254473,156.487671,90.66806637,104.7449641,121.1671358,151.6425008,110.599994,91.9231252
Cnot2,44.22409059,27.19271256,44.22409059,27.19271256,23.93151658,25.07638289,29.39074681,25.00622628,24.36180966,19.98651435,25.50155233,28.94510289,23.61948779,21.71018337,25.65671711,16.70948506,22.65026572,18.92700353,25.17599201,16.16084026,28.17884551,21.22123008,28.48901391,12.45279115,27.3273118,21.89390186,26.35453441,22.49838964
