Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Srm,87.16212818,48.3124913,87.16212818,48.3124913,83.51652112,50.57841254,65.49195825,11.18178181,79.90936113,78.52664867,43.5804216,47.10643132,81.40324267,66.76426631,17.09755117,10.34076085,82.37547123,40.05419736,6.298699356,7.792981246,88.32524221,63.60512129,9.386578337,4.426401932,60.94386601,36.47531267,7.225039653,1.175847174
Vcl,46.46471073,30.1484412,46.46471073,30.1484412,39.8391448,38.62320337,73.89395355,51.63103842,36.95597438,38.45636363,68.96085756,67.15556077,50.24985794,30.24284995,50.80847063,33.61178453,37.57575199,28.10617074,30.4246577,22.93888299,39.99166182,33.19580307,18.05714072,15.84761799,33.81753256,28.88997037,14.96070358,7.741725051
Crry;Cr1l,97.14169537,92.25272657,97.14169537,92.25272657,94.30881462,85.19109623,105.393902,96.38014365,93.50088719,95.14078045,88.34758968,74.45785835,96.62693541,78.12739591,76.95308645,95.94122476,84.08668314,81.29626924,75.76879172,91.2731113,85.99221464,74.82859,62.06699237,67.57814518,77.85232981,88.84469726,57.0547735,49.41896418
Gart,62.73385605,31.22314807,62.73385605,31.22314807,48.07408953,42.18711695,46.04133998,34.06262288,53.53517062,39.25490355,31.29502964,18.9019453,55.90826944,45.1359732,11.2112014,12.79875402,51.2586657,31.26482832,8.433470016,6.818810876,57.58492806,39.94091235,11.49125828,11.24531106,47.27472297,35.82198168,12.33971461,5.533207292
Galk2,64.00881917,38.23124906,64.00881917,38.23124906,54.39713702,61.05102735,48.00985716,39.38261636,58.17829088,39.77806104,40.97602064,34.62408986,42.25095485,48.55972393,28.67862792,19.78741245,49.79542105,43.61889573,25.91744884,22.3184416,58.16269323,42.89946669,32.3177093,22.48206327,62.7824487,54.29910329,38.35587448,33.43560535
Prex1,159.1761621,71.75454801,159.1761621,71.75454801,116.7217161,113.7745747,125.6691889,123.7378198,121.2946164,110.7293313,105.9764972,98.77158568,120.1731192,124.2213938,84.88467808,63.74042701,116.5166675,77.83506521,128.7242319,104.1782563,137.1680532,89.5042762,217.2317934,114.855504,136.5673556,111.6108314,283.3231452,184.0994261
mKIAA1207;Myof,163.3322495,115.0783545,163.3322495,115.0783545,97.90939728,127.7402956,146.1581168,173.3168302,114.6706896,127.7932812,177.0492654,169.374414,142.169057,140.9526658,108.334243,102.8010163,125.5819611,124.2070911,94.90490676,92.81153467,122.1373438,119.6502655,126.2919115,96.00929667,97.37794873,119.6447652,146.6716697,108.3476229
Swap70,48.39954456,31.06945719,48.39954456,31.06945719,40.98658016,47.55769589,104.1667029,91.50705199,40.98717293,39.02551707,107.0243756,98.40373544,60.85630207,49.13449762,53.01587722,46.06000249,44.55079274,42.57468671,53.19855569,49.929919,52.46174711,53.09972778,60.45692564,54.49741819,45.48677483,36.42888553,52.33565769,34.88618147
N4bp1,65.08219602,77.27389371,65.08219602,77.27389371,66.94027488,72.05633232,89.63590319,122.281176,67.34608359,89.56690673,103.9990874,91.61602921,79.3806367,75.09983627,103.5881808,121.8422294,66.40639654,107.9264464,93.26985063,112.8878633,77.41555871,86.00863356,82.06300122,159.7433029,76.95317642,73.28294603,86.49846329,122.7715033
Cdc5l;mKIAA0432,75.75999439,145.5779172,75.75999439,145.5779172,90.34538348,96.2329724,96.40347775,217.8283689,78.17396286,147.9645336,55.60319304,84.61724661,104.9529302,108.7958148,64.64552892,101.4034158,86.02994084,165.4720187,50.48875032,68.95638818,78.83637648,123.9465072,40.28015083,125.7681737,97.75570877,152.1115501,52.27150609,107.9219346
Gbf1;mKIAA0248,19.47675788,17.10944488,19.47675788,17.10944488,15.37801261,15.14344207,21.62501901,18.81507581,15.98928413,15.26968246,11.98309026,11.35899471,21.03428715,16.58200069,6.04104496,10.10255455,16.72348397,31.17841526,8.955664201,9.632390756,18.94174114,25.73583603,12.99214669,12.63005169,17.62986009,16.0235799,12.0703652,11.99421736
Larp4b,45.57956564,65.74137647,45.57956564,65.74137647,37.93218059,41.73862264,88.12248155,154.3318024,47.70872475,74.96975893,99.02875285,103.08024,56.11553894,47.85290863,46.55967503,60.35161614,41.27017568,74.60379276,39.39063087,51.37714366,45.43075337,50.05573939,50.21365602,85.99820324,37.49604927,48.35668656,55.35695752,68.17494469
Fam120a,198.578214,250.1986112,198.578214,250.1986112,188.4069617,207.0474569,176.1178123,205.6683345,163.9879622,224.8280929,166.0247715,186.1600279,196.513597,206.3061325,121.2318025,128.3581101,168.9582547,269.7180384,122.8293321,130.2868194,186.8404974,239.8200474,109.1111145,165.559069,178.322875,225.9357894,108.1740703,152.603525
Rftn1,107.7495665,71.94470881,107.7495665,71.94470881,97.24879721,77.79735083,122.1970318,94.44190189,107.5545837,70.21151802,124.6417748,115.6845726,124.7308113,97.59312218,192.6826699,123.0966811,108.2604808,65.52695929,189.0652176,104.3849353,114.8404611,73.46774092,206.7768991,78.1845101,94.62158501,57.40370196,206.0344492,98.41509902
Pram1,7.125633448,11.51778288,7.125633448,11.51778288,7.69923545,4.651297773,5.90959889,3.966979053,10.38827104,2.952218612,2.173900034,3.63992268,18.45360012,6.528520174,6.062486715,0.748781666,4.583512944,2.020812736,1.660586691,2.331025438,9.49363119,3.722117494,1.262968889,0,4.832592674,4.220387473,0.791524957,0.679942544
Nop58,84.45933163,195.3905191,84.45933163,195.3905191,107.6904351,137.8891526,171.7998032,555.3720973,105.2603112,168.0390483,124.0076611,185.6580433,149.9014632,93.78829109,34.5577807,53.51718923,93.20592352,206.1095746,13.84528623,22.29397815,82.11505438,108.5749886,10.3168366,36.15064014,74.77002073,109.2106747,11.43442747,35.28528521
Rbm16;Scaf8,26.95361547,27.99578274,26.95361547,27.99578274,22.08648169,23.78559703,18.98946693,21.5886345,24.80942263,32.79114955,15.3195864,16.2925895,27.23839312,16.21448948,17.17209499,17.63800848,21.61793826,20.37081396,14.75092751,14.88501054,26.53716404,24.93330746,17.88096414,13.29181302,24.8536346,15.13444981,18.57391706,21.67310619
Pfkfb4,28.05535164,17.86047752,28.05535164,17.86047752,19.70287579,24.07810828,12.15001147,13.200453,25.05752553,15.53864901,9.749803546,4.940916716,25.63577907,31.14273183,6.259129797,4.885441997,25.75845314,9.205944721,5.43165724,4.407561911,21.36618141,16.39314463,7.397335115,2.185692762,23.10490741,18.35563539,9.090575639,4.556641462
Lemd2,62.76057893,47.4919565,62.76057893,47.4919565,62.11242445,55.93978325,37.16678356,30.2447582,74.98616192,57.78838694,30.03234676,21.49326937,74.01331932,50.51631223,33.16663896,28.16430121,63.7861776,63.45875949,38.69857045,32.69914198,57.49447399,62.89081756,42.12232972,45.30951579,64.98880055,54.43595672,54.66179602,43.40473159
Nomo1,32.29982871,17.4719724,32.29982871,17.4719724,19.63114907,27.22079741,32.37859237,19.51850164,28.27702288,21.60309048,27.58145416,23.68845155,34.44282284,31.20326261,20.01332936,11.53306,26.79190575,21.84053554,11.86951792,10.26686696,27.72103229,25.44582184,12.40888497,4.750317692,20.4724065,17.81099714,12.40995738,6.132153424
Prdx6,202.2164754,118.3368471,202.2164754,118.3368471,168.6902835,164.1121098,227.5820689,172.9727342,173.3928234,128.4232486,239.5462323,232.1991567,209.3186734,185.0234273,251.1663249,170.8860481,194.8813169,126.8442,217.9330593,168.4609786,209.5554274,116.4146909,249.4282581,148.5126426,168.6275707,127.8350133,321.030682,184.8105463
Ifit2,3.992413744,2.356631793,3.992413744,2.356631793,3.293232665,2.517601428,15.97066095,19.82098934,6.744393348,4.729926143,403.5787718,307.2357202,3.776021347,6.043160426,1758.182899,2174.200621,7.59667192,5.570405259,2128.465797,2168.414078,4.965135222,13.23861112,1682.993013,1623.194838,4.47250989,6.199807363,1335.786287,1269.363356
Tpm4,697.4560944,437.1908263,697.4560944,437.1908263,523.7411086,486.2849776,615.2577423,529.1402268,543.2954059,387.1106554,779.9887729,568.0792606,631.2623177,515.0640609,707.8531292,519.8677289,570.0580021,381.9542251,780.2523144,601.8983764,552.5581623,384.7358219,827.3108232,398.0852772,480.0608563,360.4341819,674.781534,435.7456698
Cltb,69.72628332,63.67050715,69.72628332,63.67050715,65.83851888,57.52951677,44.25966038,53.21863755,66.33191854,61.22246592,50.41159852,34.30135798,55.98787643,60.7794899,39.07567541,27.14644903,64.99353403,76.97870527,22.26740628,27.11617071,60.05401024,44.56839001,12.5813353,18.83026933,65.66822139,52.09362892,11.16343833,11.149598
Exoc3,31.21431985,42.07635785,31.21431985,42.07635785,30.25348942,36.73941478,28.96373058,45.73184623,31.24748905,45.23721081,16.65213023,26.42030532,33.78004258,30.13736822,23.16875051,28.36434162,26.53660512,61.05601748,20.64239135,34.86845406,31.2900655,40.40292614,21.50029218,33.62523162,26.63939921,40.17771871,17.27842902,28.73136105
Nipbl,74.15553655,141.6531849,74.15553655,141.6531849,77.84154591,96.17727884,105.374632,168.2440718,85.22863481,142.519629,63.85691544,100.677244,87.95109423,88.53566955,65.39385015,123.8677476,71.44586477,145.8206759,68.05554296,96.18860908,84.49242059,122.8134553,52.86676807,135.0188297,90.72210732,135.8974901,64.18247184,127.8522296
Pdcd11;mKIAA0185,34.25052325,36.48521814,34.25052325,36.48521814,33.08492419,31.92159924,38.05094676,56.01315095,35.06197686,40.04774773,22.61279219,15.30667862,41.70421045,29.5445494,13.51525521,15.68484377,34.86670018,38.46911476,15.44968403,18.07390307,29.65336723,33.68348998,9.106612353,8.983500239,25.66061233,24.01640585,10.40026325,15.59733111
Sp140,65.14827235,54.68067143,65.14827235,54.68067143,53.16864386,41.97875895,136.6171332,219.8564034,62.00641543,54.99295786,392.4672215,445.7491384,55.07369097,52.51502265,586.9960969,729.5526603,59.72518045,65.07811188,493.9603263,607.1612656,61.64668142,58.15274759,390.6477211,446.4638957,60.85234201,61.80627663,397.0390015,480.7860382
Npepl1,71.75476564,38.4011738,71.75476564,38.4011738,60.56440658,51.93270265,60.09778278,44.55778982,65.67231945,46.75674732,57.13149897,50.3719521,67.3740933,59.41751659,38.45802902,31.69768525,61.5704747,55.21334323,26.40314849,18.19198065,66.76265848,35.31374451,24.94449142,12.50173682,54.72303613,60.51805036,19.86823017,20.66944822
2610101N10Rik,160.5160001,483.6370518,160.5160001,483.6370518,197.7447591,340.4668756,258.0829987,663.4200847,257.6929837,415.1953549,259.9893711,431.1386446,327.1278669,224.5040754,199.3806077,465.9296473,207.4801782,548.2938452,153.8593893,264.9813798,194.9077435,350.9020889,104.130353,403.8725859,250.5675631,370.2970936,131.9387639,398.1251058
Rprd2,17.92158595,31.25368585,17.92158595,31.25368585,19.00951506,25.87652083,20.73235959,29.25688348,19.45603744,36.69416961,15.47679678,21.98205415,32.24528846,29.16895413,11.99412671,18.34790378,22.7813032,28.79089482,15.02164967,17.43890079,20.28814838,24.25094415,14.7263554,34.70138242,20.35992471,31.89717855,14.69092464,23.70261056
Sec24d,22.33380364,6.274432442,22.33380364,6.274432442,14.50607977,12.60388001,16.35398043,9.122493026,11.15663002,7.611405252,11.67302465,9.328701289,16.28076941,13.62334491,9.6018327,7.030687632,15.23413406,6.311121266,9.635430232,8.935454994,17.11331076,12.55253538,13.49655533,4.124655108,10.96425609,7.500968561,12.40140231,7.972321007
Snx1,147.242866,92.79113941,147.242866,92.79113941,97.1751253,122.4170779,103.3279529,137.2094597,97.53108538,109.1957766,93.79152546,124.5421736,107.0726723,124.2760988,73.79143531,68.87037061,94.37575754,85.18485812,75.07624326,75.52375551,103.4523279,93.74665364,94.42661707,64.45957854,92.52428319,107.8735649,105.2583072,66.27674476
Zc3h11a,134.4372036,210.5112848,134.4372036,210.5112848,136.419807,168.8075586,215.085985,304.3852264,149.5262792,203.5864284,197.7629598,300.8039123,169.704405,175.6568918,213.7793162,308.5009981,140.9332639,272.8217572,200.7832554,242.4938837,139.9663045,198.6150913,142.5105685,304.3477092,163.9948839,187.7646489,142.7161241,227.5018907
Hdac4,9.078002167,26.69007599,9.078002167,26.69007599,10.47103158,19.31328713,20.01965092,42.95158955,16.9621455,27.42436475,8.939279252,14.94448354,15.80605168,18.2011252,4.009174283,4.859667822,13.22442122,32.02956148,2.783803317,4.182285831,9.518666883,23.89475561,3.456281516,9.124801904,10.96245987,22.47931436,4.125345734,9.259107208
Skiv2l,75.36779839,95.51791296,75.36779839,95.51791296,65.699817,83.99284266,62.78884694,133.4927109,66.56179262,81.08837404,75.86483173,86.35979436,57.80645191,62.72831868,67.92384674,100.5579802,70.98186584,92.76657309,72.0145038,99.63768494,57.27499559,90.01714997,68.30311987,77.49200666,101.6704548,86.41639989,51.86893613,92.02760429
Sri,211.5384253,111.4009217,211.5384253,111.4009217,196.4001256,152.8775941,180.263686,126.413544,174.0160168,127.2438022,184.9629034,144.9065944,175.7608607,147.4305353,174.5867732,142.0459744,181.8647992,98.78223477,186.7983917,128.7143501,200.100233,115.3914226,184.537391,156.3764645,206.4396564,146.4869397,187.2569619,163.0370096
Xpnpep1,73.33778374,55.89941331,73.33778374,55.89941331,61.07681069,50.13471244,166.8214817,96.10522053,79.15417607,46.41616866,62.22000732,46.67647311,122.2616291,47.68300582,66.52074753,45.79460498,85.88241429,49.28908863,41.85201607,31.36768115,66.21857171,48.89898865,49.71569166,46.94823211,76.58239277,44.05564818,56.43648895,45.77651087
Zmiz1,34.20198568,31.2196136,34.20198568,31.2196136,15.43203389,33.78154388,30.06013222,40.50171957,23.0250728,45.54707099,24.51291612,30.3260351,34.68282771,39.92179211,16.21617435,15.65085701,19.44834771,39.60226283,12.62092513,26.77931719,22.94915724,30.56481379,28.84968734,32.77576754,15.65809681,38.6427563,38.23650994,35.33600457
Ankle2,24.50968518,17.04894767,24.50968518,17.04894767,19.98342983,18.44500601,16.05293284,14.69219549,18.64447851,19.17181483,12.55263189,7.188522978,24.61110841,21.00474347,19.24812998,21.45650077,17.12263767,15.77556727,25.57977726,24.3018621,20.26572002,21.94281301,24.91037507,21.42368091,17.89402866,29.66332635,25.41816387,23.36658124
Exoc1,33.24411906,26.33961001,33.24411906,26.33961001,26.17119243,30.36118317,20.10226704,22.84547257,25.14808188,33.91895919,19.78216421,22.2963553,27.308958,30.89228433,23.17906897,15.84360287,27.80991027,21.89840177,28.97708808,21.97683407,28.77171828,25.14347127,34.31801911,20.51497607,24.58425121,29.51317205,38.62443779,25.94981289
Tnpo3,95.84097845,253.9858628,95.84097845,253.9858628,113.4472894,130.2395897,125.2140811,287.9555119,122.0403325,233.3354772,82.76564293,151.1378525,158.5065324,139.5593699,101.201956,190.97055,114.0085063,324.617518,81.67629512,158.9683446,114.5388218,161.8123328,53.41975563,202.0552022,131.4417035,171.9200415,53.81387746,138.4650329
Bckdhb,19.04886218,20.49907256,19.04886218,20.49907256,22.32782985,30.20118073,24.22535748,33.59129815,13.46791017,19.58209529,17.82192684,26.88546653,19.91418176,21.75613549,47.96570719,40.51840383,17.52772063,20.31297592,115.3771793,86.27732064,18.33176294,17.13358265,107.1273862,67.11316677,21.44178167,25.18642699,82.93162077,65.58296424
Nudt16,23.6757922,27.31984783,23.6757922,27.31984783,24.11250218,32.50428493,13.00252592,6.145259118,17.5294422,16.79984225,9.168850516,14.1300957,21.80248795,26.05291002,11.62804694,23.43545127,20.09275884,27.94548221,25.73787303,28.43551602,23.30986034,30.46347505,21.62651846,20.04591136,31.33285611,30.81761953,21.84821192,27.11283339
Snrnp200,75.41436881,31.5832069,75.41436881,31.5832069,58.5678418,62.62623185,62.34703176,43.20956713,55.37155021,46.58667912,45.67221017,48.61159224,59.1590452,51.19990541,34.35942498,28.22418365,51.13841814,38.58102349,43.18214125,43.54390209,56.40928275,42.20323796,42.85117479,31.1899291,49.09015444,52.72431955,36.78010652,34.4156239
Abcf1,118.7042775,198.8850879,118.7042775,198.8850879,123.8636995,151.7558534,156.9115801,279.9673814,151.3527639,170.593516,126.1855479,160.464906,170.4459626,135.5144251,101.8474521,154.6496586,119.25259,247.5444418,74.0672361,121.5059734,129.8759836,175.5097014,69.67221193,146.7369379,135.3326579,170.9209968,78.60078858,114.9088368
Inppl1,56.03206216,47.47400568,56.03206216,47.47400568,37.99443452,44.20703003,33.29278268,23.01096679,37.65138081,35.05462699,16.49986592,23.94488977,39.24509826,55.97699045,20.19830574,22.08338051,35.28229052,44.05534985,43.1210534,52.53921816,46.85644352,40.90986455,45.02353283,39.25955149,49.38073477,45.21082121,55.12988551,54.25902587
Fxr2,48.02730253,54.6468948,48.02730253,54.6468948,34.40315656,50.69635119,50.00273825,61.06417109,49.06437225,62.14690835,36.28104851,47.25862607,61.17084708,57.136585,34.82426131,45.17137855,44.85359572,65.67191639,35.98890501,53.64210413,44.54081012,56.85514018,44.54063319,61.50961543,43.71708734,40.49046124,55.09960753,57.081359
Smchd1;mKIAA0650;AK162806,57.08665831,61.15200696,57.08665831,61.15200696,67.36725504,67.02887476,68.04892164,87.38019296,49.20876627,80.36490607,52.81332443,56.0013838,54.4244562,58.93473754,49.03882795,58.03613024,45.74595931,69.80049216,53.38258339,45.14533633,47.76222176,59.70225647,43.01549567,53.27497349,56.84410912,57.91981792,43.21677539,59.95125772
Ugcgl1;Uggt1,37.40036786,40.03345018,37.40036786,40.03345018,29.42742136,35.13430997,33.96574396,23.9398924,33.02248486,35.25286771,29.44859721,23.54798814,39.39969205,27.52957372,18.60401151,18.92838472,29.43103185,41.05326439,11.98039176,10.30618037,30.53235701,35.27580082,12.95516943,15.7157199,27.01410538,30.64746937,12.34198212,9.563271346
Gga2;mKIAA1080,37.52470641,44.05295461,37.52470641,44.05295461,33.93096765,42.26236916,38.82217673,22.54387589,35.13827408,26.42481679,29.80943294,24.16809541,31.57141576,34.01129947,18.35327843,19.37400447,36.76888297,32.9347573,11.44380504,15.7998387,43.3257354,32.26672487,14.62884095,19.08957945,39.573944,32.2248173,19.44780602,20.22633908
Xpo1,79.08670442,69.0953396,79.08670442,69.0953396,52.25338649,69.89892196,47.16064972,53.8015226,46.3978672,67.45655456,39.6194989,45.18536801,60.51185765,68.37866143,28.3313561,37.82685459,53.60811311,55.37564909,46.06179738,58.87247426,52.17092397,65.38546528,85.04601167,74.07186834,46.43422708,58.91808806,101.9279059,90.11532737
Shkbp1,36.70956752,35.44709721,36.70956752,35.44709721,35.6685818,28.32863925,25.13749012,25.14657046,45.04692907,33.84302071,25.13708413,18.50902571,36.94503299,29.96651907,22.56347712,14.27063796,39.49782783,33.24195283,21.15245485,22.26306925,39.54948142,27.63540569,27.88743025,16.69282876,34.58169615,37.74640729,32.19782586,31.10791513
